index,original,single_agent_translation,single_agent_improved_translation
62,"А еще мы в этот раз публикуем первую часть довольно подробного гида по творчеству Альфреда Хичкока, и вот тут уж точно не нужно ничего специально рекламировать, и ежу понятно, что автор «Подозрения» и «Веревки» - это наше Татьяна Алешичева, Борис Глейзеров, Анна Головня, Ник Де Семлин, Дэн Джолин, Тамара Дондурей, Николай Караев, Денис Корсаков, Мария Кувшинова, Иван Куликов, Уилл Лоуренс, Сергей Мезенов, Сергей Натапов, Иан Нейтан, Ким Ньюмэн, Заира Озова, Нев Пирс, Алексей Простяков, Серафима Скибюк, Адам Смит, Мур Соболева, Василий Степанов, Александр Стрелков, Олли Ричардс, Олег Тищенков, Алена Логунова, Крис Хьюитт, Ольга Шакина лондинку-цэрэушницу Эвелин Солт, несмотря на блестящий послужной список, заподозрили в шпионаже в пользу русских и решили во что бы то ни стало изловить.","Here is the translation from Russian to English:

And this time we are also publishing the first part of a rather detailed guide to the work of Alfred Hitchcock, and here it is definitely not necessary to advertise anything specially, and it is clear to everyone that the author of ""Suspicion"" and ""Rope"" is our Tatyana Aleshicheva, Boris Gleizerov, Anna Golovnya, Nick De Semlin, Dan Jolin, Tamara Dondureyev, Nikolai Karaev, Denis Korsakov, Maria Kuvshinova, Ivan Kulikov, Will Lawrence, Sergey Mezenov, Sergey Natapov, Ian Nathan, Kim Newman, Zaira Ozova, Nev Pierce, Alexey Prostyakov, Serafima Skibuk, Adam Smith, Moor Soboleva, Vasily Stepanov, Alexander Strelkov, Olly Richards, Oleg Tishchenko, Alena Logunova, Chris Hewitt, Olga Shakina the London-based CIA agent Evelyn Salt, despite her brilliant service record, was suspected of spying for the Russians and decided to catch her at all costs.","Evelyn Salt, a London-based CIA agent, was suspected of spying for Russia despite her brilliant service record, and they decided to catch her at all costs."
63,"Загнанная в угол, она перекрасится в привычный нам черный и сама отправится искать правду.","Cornered, she will dye herself in the familiar black and go in search of the truth.","Cornered, she will dye herself in her familiar black and herself go in search of the truth."
66,Примерно так красота и должна спасать мир.,"Beauty should save the world, roughly like that.","Beauty is meant to save the world, more or less in that way."
67,"Вот он, родной, взорвавший и починивший мир «Пятым элементом» и сделавший Миллу Йовович самой прекрасной женщиной во вселенной.","Here he is, the native, who blew up and fixed the world with ""The Fifth Element"" and made Milla Jovovich the most beautiful woman in the universe.","The director, through his work on ""The Fifth Element,"" exploded and repaired the world, making Milla Jovovich the most beautiful woman in the universe."
70,Что делал Бессон 13 лет между «Элементом...» и «Аделью...» вспоминать не хочется.,"What Besson did for 13 years between ""The Element..."" and ""Adele..."" is not something he wants to remember.","What Besson did for 13 years between ""The Fifth Element"" and ""Adele"" is not something he wishes to recall."
71,"Он, мягко говоря, без дела не сидел, но вся эта сценарно-продюсерская суета и редкие, вымученные режиссерские выступления забудутся.","He, to put it mildly, was not idle, but all this scenario-producing hustle and rare, agonized directorial performances will be forgotten.","He was not idle, to put it lightly, but this scenario-producing hustle and rare, forced directorial performances will be forgotten."
72,А вот «Адель...» — едва ли.,"""Adele...""—hardly.","""But 'Adele...'—hardly."""
73,"Когда смотришь это кино, кажется, что 13 лет перед нами был не наш Бессон, а какой-то двойник.","When you watch this movie, it seems that 13 years ago it was not our Besson, but some kind of double.","When one watches this movie, it seems that the Besson we knew 13 years ago is not the same person before us now."
76,"Тут весь невероятный драйв заключается в том, что за каждым поворотом или репликой вас поджидают сюрпризы.","Here, the incredible drive is that surprises await you around every corner or line.",The incredible thrill of this experience is that surprises await you around every turn or line.
77,И все как один приятные.,And they are all pleasant.,They are all pleasant.
78,"То ли девушка, то ли видение","A vision, or a girl.",It could be a girl or a vision.
84,"Режиссер не бежит за зрителем с протянутой рукой, умоляя оценить спецэффекты, декорации или трюки, а увлекает за собой, как старомодный романист, восклицающий пред большим путешествием к центру земли или на край света: «Вперед, мой читатель, нас ждут великие дела!»","The director does not run after the viewer with an outstretched hand, begging to appreciate the special effects, sets, or stunts, but rather draws them in, like an old-fashioned novelist, exclaiming before a great journey to the center of the earth or to the edge of the world: ""Forward, my reader, great deeds await us!""","The director does not chase after the viewer pleading to appreciate the special effects, sets, or stunts, but rather draws them in, like a classic novelist exclaiming before a grand journey to the center of the earth or to the edge of the world: ""Onward, my reader, great deeds await us!"""
85,"При этом Бессон обращается с жанровым кино, про которое знает решительно все, бесцеремонно и весело, как мальчишка, насмотревшийся старых фильмов и начитавшийся Жюля Верна.","At the same time, Besson deals with genre cinema, about which he knows absolutely everything, unceremoniously and cheerfully, like a boy who has watched old movies and read Jules Verne.","Besson approaches genre cinema, about which he knows absolutely everything, in an unceremonious and cheerful manner, like a boy who had watched old movies and read Jules Verne."
86,"Манипулируя банальностями, не отказывая себе в цинизме и не стесняясь риско","Manipulating banalities, not denying oneself cynicism and not being ashamed of risk.","Manipulating banalities, not denying oneself cynicism, and not shying away from risk."
90,"Город переполошило древнее чудовище, которое пробудил к жизни старый медиум.","The ancient monster, which an old medium awakened to life, has thrown the city into a state of turmoil.","The ancient monster, which an old medium awakened to life, has thrown the city into disarray."
92,С той же целью девушка тащит из Египта настоящую мумию.,A girl drags a real mummy from Egypt for the same purpose.,The girl drags a real mummy from Egypt for the same purpose.
96,"Стиль Бессона в этом фильме складывается из словесного трюкачества, актерской клоунады и сюжетной эквилибристики (цирковые термины вполне уместны - единение двух искусств здесь органично и крепко как никогда).","The style of Besson in this film is made up of verbal trickery, acting clownery, and plot acrobatics (circus terms are quite appropriate - the unity of the two arts here is as organic and strong as ever).","The style of Besson in this film is characterized by theatrical language, exaggerated comedic acting, and dexterous plot maneuvering (circus terms are quite appropriate as the unity of the two arts here is as organic and strong as ever)."
98,"В ней воплотился незаслуженно забытый типаж авантюристки, которая берет не столько эксплуатацией сексуальности, сколько чистейшим куражом и отвагой.","In her, the undeservedly forgotten type of the adventuress was embodied, who takes not so much by the exploitation of sexuality, but by the purest daring and courage.","The undeservedly forgotten archetype of the adventurer was embodied in her, who takes not so much by the exploitation of sexuality, but rather by the purest daring and courage."
99,"В кино к таким девушкам, как правило, приставляют какого-нибудь дежурного мачо или волоокого романтика",A typical movie scenario involves pairing such girls with a standard macho man or a dreamy romantic.,"In movies, such girls are typically paired with a duty-bound macho man or a dreamy romantic."
104,"Натренированный на многочисленных жанровых «кошках» и, казалось, совсем скисший Люк Бессон проявил неожиданную творческую лихость, напомнив, что граница между предпочтениями скучающих посетителей мегамоллов и высоколобых завсегдатаев арт-хаусных залов легко преодолевается фильмами для жизнерадостных безумцев.","Trained on numerous genre ""cats"" and, it seemed, completely soured, Luc Besson showed unexpected creative daring, reminding that the boundary between the preferences of bored visitors of megamalls and high-browed regulars of art-house halls is easily overcome by films for cheerful madmen.","Luc Besson, having been trained on numerous genre films and seemingly jaded, displayed unexpected creative daring, reminding us that the boundary between the preferences of bored megamall visitors and the discerning regulars of art-house theaters can be easily overcome by films made for enthusiastic audiences."
107,"Герметичный хоррор с претензией на психологизм и политический контекст 2002 году дебютный ужастик Джонатана Либесмана был разруган критикой, но понравился публике и хорошо заработал в прокате, а главное - попался на глаза продюсеру Майклу Бэю.","A hermetic horror with a claim to psychologism and political context, Jonathan Liebesman's 2002 debut horror film was panned by critics, but was liked by the public and did well at the box office, and most importantly - caught the eye of producer Michael Bay.","A claustrophobic horror film with aspirations to explore psychological and political themes, Jonathan Liebesman's 2002 debut horror was panned by critics but resonated with the public, earning strong box office results and catching the attention of producer Michael Bay."
115,А трое мужчин в запертой комнате пытаются выработать стратегию выживания: объединиться в команду или перестрелять друг друга?,"""And three men in a locked room are trying to develop a survival strategy: to unite as a team or to shoot each other?""","""Three men in a locked room are trying to work out a survival strategy: to unite as a team or shoot each other?"""
117,Или пытаться сломать свою клетку любой ценой?,To try to break one's cage at any cost.,To try and break free from one's constraints at any cost.
118,"Проверку проходят не только они, но и молодая амбициозная сотрудница спецслужб, которую тестирует на безжалостность поднаторевший в диких экспериментах опытный профессор.","The young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them.","The experienced professor, who has become adept at wild experiments, tests the young ambitious employee of the intelligence agencies for ruthlessness, and they both undergo the verification."
120,Их сажают в изолированную комнату и выдают каждому кипу листов с бессмысленными вопросами.,They are placed in an isolated room and given each a stack of papers with meaningless questions.,They are placed in an isolated room and each given a pile of papers with meaningless questions.
122,"Начинается игра на выживание, за которой за стеклом внимательно наблюдают правительственные агенты.","The game of survival begins, which is being closely observed by government agents behind the glass.","The game of survival begins, which is being closely observed by government agents from behind the glass."
126,"Куртуазным образом жизни отца она уязвлена и откровенно подглядывает за тем, как он, словно пародируя знаменитую сцену из «Шоугелз» Пола Верхувена, ныряет в бассейн за очередной романтической жертвой.","She is offended by her father's courtly way of life and openly peeps at how he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic victim.","She is offended by her father's courtly lifestyle and openly peeps as he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic conquest."
129,Вялую мелодраматическую Мгер Мкртчан вместе с Павлом Бардиным снял комедию с Иваном Ургантом «Трое и снежинка».,"""Mger Mkrtchyan, along with Pavel Bardin, directed a comedy with Ivan Urgant called 'Three and a Snowflake'.""","""Mger Mkrtchyan, along with Pavel Bardin, filmed a sluggish melodramatic comedy with Ivan Urgant called 'Three and a Snowflake'."""
133,"Особенно жалко линию про бизнес по перекупке футбольных игроков, так и оставшийся за кадром.","Especially regrettable is the line about the business of reselling football players, which remained off-screen.",The line about the business of buying and selling football players was unfortunately left out.
137,"Зато с потенциальным слоганом для аудитории фильма автор попал «в девятку»: «Не ищи проблему там, где ее нет». Точнее не скажешь.","""But with the potential slogan for the film's audience, the author hit the ""bullseye"": ""Don't look for a problem where there isn't one."" Couldn't have said it better.""","""But with the potential slogan for the film's audience, the author hit the mark perfectly: ""Don't look for a problem where there isn't one."" Couldn't have said it better."""
140,"Герои скачут практически по одним и тем же частям света (оба фильма начинаются в Латинской Америке и заканчиваются в порту Лос-Анджелеса) и эксплуатируют одни и те же эффектные кадры - и там и там взрывается нечто, набитое долларовыми купюрами, и на декорации опускается вихрь из баксов.","The heroes ride almost through the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something stuffed with dollar bills explodes, and a whirlwind of dollars descends on the sets.","The heroes gallop through nearly the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something packed with dollar bills explodes, and a whirlwind of dollars descends on the sets."
146,"Просто удивительно, как они, не сговариваясь, привели разный материал к абсолютно идентичному громыхающему знаменателю, сделав довольно тяжелые, предсказуемые, ненужные боевики, вызывающие в памяти массу картин с Уиллисом и Шварценеггером (сравнения неизменно оказываются в пользу Брюса и Арнольда).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, thunderous denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger (the comparisons invariably turn out in favor of Bruce and Arnold).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, resounding common denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger, with the comparisons invariably favoring Bruce and Arnold."
151,"Но они живы — и намерены во что бы то ни стало отомстить негодяю с томным голосом, который все это подстроил.",But they are alive - and intend to take revenge at all costs on the scoundrel with the languid voice who orchestrated all this.,But they are alive - and intend to do whatever it takes to take revenge on the villain with the soft voice who orchestrated all this.
153,"Сделанный из вторсырья, условно съедобный боевичок","Made from recycled materials, conditionally edible action movie.","A small action movie made from recycled materials, somewhat edible."
154,Простая история о беглом румынском каторжнике,A simple story about a fugitive Romanian convict.,A simple story about a Romanian convict on the run.
158,"Безусловно, оно будет реалистичным, притом жестко.","It will be realistic, and harsh.","Undoubtedly, it will be realistic and harsh."
159,Высока вероятность участия актеров-непрофессионалов.,High probability of participation of non-professional actors.,Highly likely participation of non-professional actors.
161,"Также, не зная года выпуска, можно запросто принять происходящее на экране за упражнения каких-то подпольных критических реалистов из стран Варшавского договора, которым в начале 80-х прочитали лекцию о Брессоне","Also, without knowing the year of release, one can easily mistake what is happening on the screen for exercises of some underground critical realists from the Warsaw Pact countries, who were given a lecture on Bresson in the early 80s.","Also, without knowing the year the film was made, one can easily mistake the events on the screen for exercises of some clandestine critical realists from the Warsaw Pact countries, who were given a lecture on the filmmaker Bresson in the early 80s."
168,"конвертировать в эксплотейшн а-ля 70-е, с ковбоем, решившим прогуляться из тюряги, откуда ему скоро выходить, до ближайшего салуна).","Convert to a 70s-style exploitation, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon.","Convert to a 1970s-style exploitation flick, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon."
175,"Неплохой дебют, внушающий слабую надежду, что из румынского артхауса когда-нибудь вырастет приличное направление","A decent debut, instilling a weak hope that the Romanian art house will someday grow into a respectable direction.","The debut is not bad, instilling a glimmer of hope that the Romanian film scene will someday develop into a respectable direction."
178,"«Гадкий я», наверное, лучшая работа его команды: картина прекрасно нарисована (кстати, имеет смысл смотреть в ЗО), особенно, если вы любите, когда разные объекты то и дело норовят выпрыгнуть с экрана в зал), сносно написана, и, главное, здесь нет ни одной нижепоясной шутки, из-за которых на «Ледниковых периодах» приходилось стыдливо вжиматься в кресло и закрывать детские ушки руками.","""Despicable Me"" is probably the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D), especially if you like when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there is not a single below-the-belt joke here, because of which you had to shyly shrink into the chair and cover the children's ears with your hands on ""Ice Age"".","""Despicable Me"" is most likely the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D, especially if you enjoy when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there are no below-the-belt jokes here, which would have made you feel compelled to shyly shrink into your seat and cover your children's ears during ""Ice Age""."
179,"Понятно, что причиной смены курса стало не чувство меры авторов, а вопиющая асексуальность главного героя, каковая в свою очередь продиктована нежеланием как бы то ни было касаться темы педофилии.","Understood, that the reason for the change of course was not the authors' sense of moderation, but the glaring asexuality of the protagonist, which in turn is dictated by the unwillingness to touch upon the topic of pedophilia in any way.","The authors' lack of restraint was not the reason for the change in direction, but rather the protagonist's blatant lack of sexuality, which in turn stemmed from an unwillingness to address the topic of pedophilia in any way."
182,"Чувствуется кропотливая работа слаженной команды маркетологов, продумавших каждую мелочь, чтобы фильм понравился всем категориям граждан.",The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to all categories of citizens can be felt.,The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to the entire population can be seen.
189,В финале Грю танцует партию Траволты,"In the finale, Gru dances Travolta's part.","In the finale, the character Gru from the Despicable Me franchise dances Travolta's signature dance moves."
190,"К заброшенному трейлеру где-то посреди условной пустыни подкатывает тачка, из которой выходят три пары добротнейших сисек.","To the abandoned trailer somewhere in the middle of a conditional desert, a car pulls up, from which three pairs of excellent tits emerge.","To the abandoned trailer somewhere in the middle of the desert, a car pulls up, from which three pairs of excellent breasts emerge."
192,Сами по себе носительницы этого дара не так существенны.,The bearers of this gift are not so significant in themselves.,The carriers of this gift are not so important in themselves.
196,А происходит много всего забавного.,A lot of funny things are happening.,A lot of amusing things are happening.
198,"Создатели считают, что матерящаяся телка с щедрыми формами, вымазанная в грязи, с разбитым носом и сияющими белизной зубами - это круто.","The creators consider that a foul-mouthed cow with generous curves, smeared in dirt, with a broken nose and gleaming white teeth - this is cool.","The creators consider that a woman with generous curves, smeared in dirt, with a broken nose and gleaming white teeth - this is considered impressive."
201,Близкий по духу фильм в московском прокате — «Ствол для Дженнифер».,"""A Barrel for Jennifer""","A film with a similar spirit currently playing in Moscow theaters is ""Stvol dlya Dzhennifer""."
203,"В общем, для кино-фетишиста здесь обнаруживается настоящий Клондайк удовольствий.",A true Klondike of pleasures for the cinema fetishist.,A true treasure trove of pleasures for the film enthusiast.
205,"Если бы не физические данные актрис, скучно стало бы уже к середине.","If it were not for the physical data of the actresses, it would have become boring already by the middle.","If not for the physical attributes of the actresses, it would become boring already by the middle."
207,"В РОЛЯХ: Джулия Вот, Эрин Каммингс, Америка Оливо, Майкл Херст, Рон Мелендес","Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez.","Cast: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez."
209,"Ничего не добившись и застрелив несчастного бандита, бабы начинают цапаться, драться друг с другом и периодически прибывающими откуда-то отморозками, а также регулярно целоваться и тискаться.","Nothing achieved and having shot the unfortunate bandit, the women begin to squabble, fight with each other and the periodically arriving thugs from somewhere, as well as regularly kissing and fondling.","Having achieved nothing and having shot the unfortunate bandit, the women begin squabbling, fighting with each other and the periodically arriving thugs, as well as regularly kissing and caressing."
210,"По ходу дела выясняется, что все трое не те, кем представлялись в начале.",It turns out that all three of them are not who they presented themselves to be at the beginning.,"As the matter progresses, it becomes clear that all three of them are not who they presented themselves to be at the beginning."
214,Кровожадный и кусачий пеплум возвращает режиссеру пошатнувшееся доверие.,The bloodthirsty and biting peplum restores the director's shaken trust.,The historical film genre restores the director's wavering reputation.
217,"«План Маршалла» по очищению «пеплума» от налипшей пост-гладиаторской киногрязи, в целом, сработал.","""The Marshall Plan"" for cleaning the ""peplum"" from the adhered post-gladiator film dirt, in general, worked.",The Marshall Plan for cleansing the ancient Greek-style garments from the accumulated post-gladiator film residue was generally effective.
226,"Тонкому артхаусному артисту пока удалось отвоевать в Голливуде лишь острохарактерные роли второго плана, но очень хочется верить, что после «Центуриона» ситуация изменится.","""The thin arthouse artist has so far only managed to win over acute character roles in the second tier in Hollywood, but one really wants to believe that the situation will change after 'The Centurion'.""","The arthouse artist has so far only managed to win over acute supporting roles in Hollywood, but one hopes the situation will change after ""The Centurion""."
240,"Лысая, как бильярдный шар, киса замыслила захватить весь мир, и теперь собаки-суперагенты вынуждены объединить усилия со своими мяукующими антагонистами.","A bald, like a billiard ball, kitty has plotted to conquer the whole world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","The bald kitty, like a billiard ball, has plotted to conquer the whole world, and now the super-agent dogs must join forces with their meowing adversaries."
244,"Обратите внимание на Джорджа Клуни, который объединился с рок-фотографом-ныне-режиссером Антоном Корбайном («Контроль») для весьма любопытного экзистенциального исследования психологии стареющего наемного убийцы, прячущегося от людей в небольшом итальянском городке и сзапозданием постигающего человеческую природу.","Pay attention to George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather curious existential study of the psychology of an aging hired assassin, hiding from people in a small Italian town and belatedly coming to understand human nature.","George Clooney has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a curious existential study of an aging hired assassin's psychology as he hides from people and belatedly comes to understand human nature."
247,"Взяв за основу роман Мартина Бута «Очень скрытный джентльмен», Роуэн Джоффе внес в свой сценарий кое-какие коррективы: место рассказчика-англичанина занял вынесенный в заглавие американец, а из оружейника-нелегала главный герой превратился в простого убийцу.","Taking the novel ""The American"" by Martin Booth as a basis, Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by an American featured in the title, and the main character went from being an illegal arms dealer to a simple assassin.","Taking the novel ""The Very Private Gentleman"" by Martin Booth as a basis, Rowan Joffe made some adjustments to his screenplay: he replaced the English narrator with an American featured in the title, and transformed the main character from an illegal arms dealer into a simple assassin."
253,А можно я вас из фоторужья щелкну!?,"""Can I take a photo of you with a camera?""","""Can I snap a photo of you with my camera?"""
254,Джонни Деппа в этом сезоне можно было увидеть в двух местах одновременно.,Johnny Depp could be seen in two places at the same time this season.,Johnny Depp was reportedly in two places at once this season.
257,"Во-вторых, в Пуэрто Рико на площадке «Ромового дневника», экранизации дебютного романа легендарного Хантера С. Томпсона.","In Puerto Rico, on the set of ""The Rum Diary,"" the film adaptation of the debut novel by the legendary Hunter S. Thompson.","Secondly, on the set of ""The Rum Diary,"" the film adaptation of the debut novel by the legendary Hunter S. Thompson, in Puerto Rico."
261,"Впрочем, хорошо хотя бы то, что героиня российской картины хоть и чужая, но совсем не лысая.","However, it's good at least that the heroine of the Russian film, although a foreigner, is not bald at all.","The heroine of the Russian film, even though she is an outsider, is at least not bald."
265,"В график также заложен и седьмой фильм — романтическая комедия «Джек и Джилл», где Сэндлеру предстоит одновременно сыграть Джека и его сестру-близнеца Джилл.","Jack and Jill, a romantic comedy where Sandler is set to play both Jack and his twin sister Jill.","The seventh film in the schedule is the romantic comedy ""Jack and Jill"", where Sandler will play both Jack and his twin sister Jill."
269,"В то время как съемки новой серии Бондианы откладываются, ее новый режиссер Сэм Мендес скучать не успевает.","While the filming of the new James Bond series is being postponed, its new director, Sam Mendes, doesn't have time to get bored.","While the filming of a new Bond film is being postponed, its new director, Sam Mendes, is not getting bored."
277,"По признанию режиссера, это нелегкая (в романе шесть параллельных сюжетных линий), но крайне интересная работа.","This is a challenging work (the novel has six parallel storylines), but extremely interesting, according to the director's admission.","The director admitted that this is a difficult work (the novel has six parallel storylines), but extremely interesting."
279,В Крыму проходят съемки интернационального боевика Максима Коростышевского под рабочим названием «Солдаты удачи».,"The filming of Maxim Korostyshevsky's international action movie with the working title ""Soldiers of Fortune"" is taking place in Crimea.","The shooting of Maxim Korostyshevsky's international action thriller with the working title ""Soldiers of Fortune"" takes place in Crimea."
280,"Он посвящен миллионерам, отправившимся за свои деньги на настоящую войну в поисках адреналина.",He is dedicated to millionaires who have gone to real war in search of adrenaline with their own money.,The documentary is dedicated to wealthy individuals who have gone to real war in search of adrenaline with their own money.
288,Этот факт не должен пугать искушенного зрителя - в истории кинематографа есть масса примеров успешной переквалификации моделей в актрис.,This fact should not scare the experienced viewer - in the history of cinema there are many examples of successful retraining of models into actresses.,"This fact should not scare the seasoned viewer, as the history of cinema has a multitude of examples of successful retraining of fashion models into actresses."
289,"Шарлиз Терон («Монстро»), Анджелина Джоли («Прерванная жизнь»), Джессика Лэнг («Голубое небо», «Тутси»), Ким Бэсингер («Секреты Лос-Анджелеса»), Дженнифер Коннели («Игры разума»), Джина Дэвис («Случайный турист») и «Первая вице-мисс США-86» Халле Берри («Бал монстров») начинали как манекенщицы или снимались для модных журналов, в итоге получили заслуженный «Оскар».","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky"", ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist"") and ""Miss USA 1986"" Halle Berry (""Introducing Dorothy Dandridge"") started out as models or appeared in fashion magazines, eventually earning well-deserved Oscars.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky"", ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist"") and Halle Berry, the ""First Runner-Up Miss USA 1986"" (""Introducing Dorothy Dandridge""), started out as models or appeared in fashion magazines, eventually earning well-deserved Oscars."
290,"Преуспели в актерском мастерстве (также красавицы Милла Йовович, Кэмерон Диас, Моника Белуччи и, что особенно приятно, наша соотечественница Ольга Куриленко.","They have succeeded in acting (also beauties Milla Jovovich, Cameron Diaz, Monica Bellucci and, especially pleasantly, our compatriot Olga Kurylenko).","They succeeded in the art of acting, including the beautiful actresses Milla Jovovich, Cameron Diaz, Monica Bellucci, and our compatriot Olga Kurylenko."
293,"Валерия Гай Германика, заслужившая Особого упоминания каннского жюри в 2008 году за картину «Все умрут, а я останусь» и снявшая скандальный телесериал «Школа», получила должность креативного директора на телеканале МТ.","Valeria Gai Germanika, who received a Special Mention from the Cannes jury in 2008 for the film ""All Will Die, and I'll Stay Alive"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel.","Valeria Gai Germanika, who received a Special Mention from the Cannes jury in 2008 for the film ""Everyone will die, but I will remain"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel."
296,Также Германика начала кастинг новых ведущих.,"Also, Germanika has started casting new hosts.",Germanika also began casting new presenters.
297,Комедия «Колотилов» режиссера Лео Габриадзе и продюсера Тимура Бекмамбетова неожиданно превратилась в «Выкрутасы».,"The comedy ""Kolotilov"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly turned into ""Vykyrutas"".","The comedy ""Kolotilova"" directed by Leo Gabriadze and produced by Timur Bekmambetov unexpectedly turned into ""Vykyrutas""."
299,Новое развитие получила вторая сюжетная линия картины.,The second plot line of the film has received new development.,The second plot line of the film has undergone new development.
308,"Очумевшие от жесткого расписания, критики и кинематографисты на сверхскоростях носились меж сочинским Зимним театром, где проходили показы с мастер-классами, и гостиницей «Жемчужина», в которой потоком шли пресс-конференции и круглые столы, едва успевая нырнуть в Черное море.","Overwhelmed by the rigid schedule, critics and filmmakers rushed at breakneck speeds between the Sochi Winter Theater, where screenings with master classes were taking place, and the Zhemchuzhina Hotel, where press conferences and round tables were constantly in progress, barely managing to dive into the Black Sea.","Overwhelmed by the rigid schedule, critics and filmmakers rushed between the Sochi Winter Theater, where screenings with master classes were held, and the Zhemchuzhina Hotel, where press conferences and round tables were constantly taking place, barely finding time to take a break by the Black Sea."
