index,original,zero_shot_translation,reference_translation
62,"А еще мы в этот раз публикуем первую часть довольно подробного гида по творчеству Альфреда Хичкока, и вот тут уж точно не нужно ничего специально рекламировать, и ежу понятно, что автор «Подозрения» и «Веревки» - это наше Татьяна Алешичева, Борис Глейзеров, Анна Головня, Ник Де Семлин, Дэн Джолин, Тамара Дондурей, Николай Караев, Денис Корсаков, Мария Кувшинова, Иван Куликов, Уилл Лоуренс, Сергей Мезенов, Сергей Натапов, Иан Нейтан, Ким Ньюмэн, Заира Озова, Нев Пирс, Алексей Простяков, Серафима Скибюк, Адам Смит, Мур Соболева, Василий Степанов, Александр Стрелков, Олли Ричардс, Олег Тищенков, Алена Логунова, Крис Хьюитт, Ольга Шакина лондинку-цэрэушницу Эвелин Солт, несмотря на блестящий послужной список, заподозрили в шпионаже в пользу русских и решили во что бы то ни стало изловить.","Here is the translation from Russian to English:

And this time we are also publishing the first part of a rather detailed guide to the work of Alfred Hitchcock, and here it is definitely not necessary to advertise anything specially, and it is clear to everyone that the author of ""Suspicion"" and ""Rope"" is our Tatyana Aleshicheva, Boris Gleizerov, Anna Golovnya, Nick De Semlin, Dan Jolin, Tamara Dondureyev, Nikolai Karaev, Denis Korsakov, Maria Kuvshinova, Ivan Kulikov, Will Lawrence, Sergey Mezenov, Sergey Natapov, Ian Nathan, Kim Newman, Zaira Ozova, Nev Pierce, Alexey Prostyakov, Serafima Skibuk, Adam Smith, Moor Soboleva, Vasily Stepanov, Alexander Strelkov, Olly Richards, Oleg Tishchenko, Alena Logunova, Chris Hewitt, Olga Shakina the London-based CIA agent Evelyn Salt, despite her brilliant service record, was suspected of spying for the Russians and decided to catch her at all costs.","In addition, in this issue we are publishing the first part of a fairly detailed guide to the work of Alfred Hitchcock. And here there's no need to advertise anything: it doesn't take a film buff to know the creator of Suspicion and Rope. Despite his outstanding credentials, our team — Tatyana Alishicheva, Boris Gleyzerov, Anna Golovnya, Nick De Semlin, Dan Jolie, Tamara Dondurey, Nikolai Karayev, Denis Korsakov, Maria Kuvshinova, Ivan Kulikov, Will Lawrence, Sergei Mezenov, Sergei Natapov, Ian Nathan, Kim Newman, Zaira Ozova, Nev Pierce, Aleksei Prostyakov, Serafima Skibyuk, Adam Smith, Mur Soboleva, Vasily Stepanov, Aleksandr Strelkov, Ollie Richards, Oleg Tischenkov, Alena Logunova, Chris Hewitt, Olga Ahakina, and London FBI agent Eveline Solt — suspect him of spying for the Russians and have decided to catch him, whatever it takes."
63,"Загнанная в угол, она перекрасится в привычный нам черный и сама отправится искать правду.","Cornered, she will dye herself in the familiar black and go in search of the truth.","After being backed into a corner, she dresses in the black garb we're all familiar with and goes off to search out the truth."
66,Примерно так красота и должна спасать мир.,"Beauty should save the world, roughly like that.","When Doestoevsky said ""Beauty will save the world,"" this is what he meant."
67,"Вот он, родной, взорвавший и починивший мир «Пятым элементом» и сделавший Миллу Йовович самой прекрасной женщиной во вселенной.","Here he is, the native, who blew up and fixed the world with ""The Fifth Element"" and made Milla Jovovich the most beautiful woman in the universe.","Her it is: our dear old world of The Fifth Element, blown apart and then restored, which made Milla Jovovich into the most fabulous woman in the universe."
70,Что делал Бессон 13 лет между «Элементом...» и «Аделью...» вспоминать не хочется.,"What Besson did for 13 years between ""The Element..."" and ""Adele..."" is not something he wants to remember.","It's best not to recall what Besson did in the 13 years between ""Element"" and ""Adèle."""
71,"Он, мягко говоря, без дела не сидел, но вся эта сценарно-продюсерская суета и редкие, вымученные режиссерские выступления забудутся.","He, to put it mildly, was not idle, but all this scenario-producing hustle and rare, agonized directorial performances will be forgotten.","He kept busy, to put it lightly, but all of his busywork as a producer and scenarist, as well as his occasional appearances as a director, will be forgotten."
72,А вот «Адель...» — едва ли.,"""Adele...""—hardly.","Meanwhile, ""Adèle"" is not likely to be."
73,"Когда смотришь это кино, кажется, что 13 лет перед нами был не наш Бессон, а какой-то двойник.","When you watch this movie, it seems that 13 years ago it was not our Besson, but some kind of double.","Watching it, it seems as if over the past 13 years we haven't been seeing Besson, but rather some kind of double."
76,"Тут весь невероятный драйв заключается в том, что за каждым поворотом или репликой вас поджидают сюрпризы.","Here, the incredible drive is that surprises await you around every corner or line.",The incredible drive of the film is contained in the fact that a surprise awaits you behind every turn and in every spoken response.
77,И все как один приятные.,And they are all pleasant.,And each one as just as wonderful as the last.
78,"То ли девушка, то ли видение","A vision, or a girl.",Whether it's a girl or a ghost
84,"Режиссер не бежит за зрителем с протянутой рукой, умоляя оценить спецэффекты, декорации или трюки, а увлекает за собой, как старомодный романист, восклицающий пред большим путешествием к центру земли или на край света: «Вперед, мой читатель, нас ждут великие дела!»","The director does not run after the viewer with an outstretched hand, begging to appreciate the special effects, sets, or stunts, but rather draws them in, like an old-fashioned novelist, exclaiming before a great journey to the center of the earth or to the edge of the world: ""Forward, my reader, great deeds await us!""","The director doesn't chase after the viewer with hand outstretched, begging them to appreciate the special effects, sets, or stunts, but is rather like a classical novelist calling out before a great adventure to the center of the Earth or to the edge of the world, ""Onward, reader, great things await us!"""
85,"При этом Бессон обращается с жанровым кино, про которое знает решительно все, бесцеремонно и весело, как мальчишка, насмотревшийся старых фильмов и начитавшийся Жюля Верна.","At the same time, Besson deals with genre cinema, about which he knows absolutely everything, unceremoniously and cheerfully, like a boy who has watched old movies and read Jules Verne.","Besson navigates genre films (about which he knows absolutely everything) joyously and without ceremony, like a little boy raised on old films and Jules Verne."
86,"Манипулируя банальностями, не отказывая себе в цинизме и не стесняясь риско","Manipulating banalities, not denying oneself cynicism and not being ashamed of risk.","He plays with tropes, allows himself some cynicism, and isn't afraid of risks"
90,"Город переполошило древнее чудовище, которое пробудил к жизни старый медиум.","The ancient monster, which an old medium awakened to life, has thrown the city into a state of turmoil.",The city has been sent into commotion by an ancient creature that has been brought to life by an old psychic medium.
92,С той же целью девушка тащит из Египта настоящую мумию.,A girl drags a real mummy from Egypt for the same purpose.,"With this goal in mind, the young woman drags a real mummy out of Egypt."
96,"Стиль Бессона в этом фильме складывается из словесного трюкачества, актерской клоунады и сюжетной эквилибристики (цирковые термины вполне уместны - единение двух искусств здесь органично и крепко как никогда).","The style of Besson in this film is made up of verbal trickery, acting clownery, and plot acrobatics (circus terms are quite appropriate - the unity of the two arts here is as organic and strong as ever).","Besson's style in this film is composed of linguistic showmanship, actorly clowning, and a balancing act of plot (circus terms are quite apt — the marriage of the two art forms in the film is stronger and more organic than ever)."
98,"В ней воплотился незаслуженно забытый типаж авантюристки, которая берет не столько эксплуатацией сексуальности, сколько чистейшим куражом и отвагой.","In her, the undeservedly forgotten type of the adventuress was embodied, who takes not so much by the exploitation of sexuality, but by the purest daring and courage.","She exemplifies the undeservedly forgotten type character of the adventure-seeking young woman, who achieves her goals not so much through exploiting her sexuality as though pure panache and courage."
99,"В кино к таким девушкам, как правило, приставляют какого-нибудь дежурного мачо или волоокого романтика",A typical movie scenario involves pairing such girls with a standard macho man or a dreamy romantic.,Usually in films this type of woman is set against some kind of standard machismo or doe-eyed romanticism
104,"Натренированный на многочисленных жанровых «кошках» и, казалось, совсем скисший Люк Бессон проявил неожиданную творческую лихость, напомнив, что граница между предпочтениями скучающих посетителей мегамоллов и высоколобых завсегдатаев арт-хаусных залов легко преодолевается фильмами для жизнерадостных безумцев.","Trained on numerous genre ""cats"" and, it seemed, completely soured, Luc Besson showed unexpected creative daring, reminding that the boundary between the preferences of bored visitors of megamalls and high-browed regulars of art-house halls is easily overcome by films for cheerful madmen.","Having trained himself on a long string of ""low-hanging"" genre films and having, so it seemed, gone completely stale, Luc Besson showed unexpected creative daring, reminding us that the barrier between the tastes of bored megamall cinema attendees and high-minded art-house film fanatics can be easily overcome by movies made for life-loving weirdos."
107,"Герметичный хоррор с претензией на психологизм и политический контекст 2002 году дебютный ужастик Джонатана Либесмана был разруган критикой, но понравился публике и хорошо заработал в прокате, а главное - попался на глаза продюсеру Майклу Бэю.","A hermetic horror with a claim to psychologism and political context, Jonathan Liebesman's 2002 debut horror film was panned by critics, but was liked by the public and did well at the box office, and most importantly - caught the eye of producer Michael Bay.","Jonathan Liebesman's debut horror film, a claustrophobic thriller with attempts made at psychology and the political context of 2002, was berated by critics but liked by the public. It performed well at the box office and, most importantly, ended up in front of producer Michael Bay."
115,А трое мужчин в запертой комнате пытаются выработать стратегию выживания: объединиться в команду или перестрелять друг друга?,"""And three men in a locked room are trying to develop a survival strategy: to unite as a team or to shoot each other?""",And three men inside a locked room try to work out a strategy to survive: Should they join together as a team or shoot each other?
117,Или пытаться сломать свою клетку любой ценой?,To try to break one's cage at any cost.,Or should they try to break out of their cage at any cost?
118,"Проверку проходят не только они, но и молодая амбициозная сотрудница спецслужб, которую тестирует на безжалостность поднаторевший в диких экспериментах опытный профессор.","The young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them.","They are not undergoing the test alone — so is a young, ambitious special agent who the experienced professor, who has been learning from savage experiments, is testing for her ruthlessness."
120,Их сажают в изолированную комнату и выдают каждому кипу листов с бессмысленными вопросами.,They are placed in an isolated room and given each a stack of papers with meaningless questions.,They are placed in an isolated room and each is given a bundle of papers with nonsensical questions.
122,"Начинается игра на выживание, за которой за стеклом внимательно наблюдают правительственные агенты.","The game of survival begins, which is being closely observed by government agents behind the glass.","A game for survival begins, which is carefully observed from behind glass by government agents."
126,"Куртуазным образом жизни отца она уязвлена и откровенно подглядывает за тем, как он, словно пародируя знаменитую сцену из «Шоугелз» Пола Верхувена, ныряет в бассейн за очередной романтической жертвой.","She is offended by her father's courtly way of life and openly peeps at how he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic victim.","She is offended by her father's courtesan lifestyle and openly looks on as he, as if parodying the famous scene from Paul Verhoeven's Showgirls, dives into a pool after his next romantic prey."
129,Вялую мелодраматическую Мгер Мкртчан вместе с Павлом Бардиным снял комедию с Иваном Ургантом «Трое и снежинка».,"""Mger Mkrtchyan, along with Pavel Bardin, directed a comedy with Ivan Urgant called 'Three and a Snowflake'.""",Mher Mkrtchyan and Pavl Bardin filmed the weak melodramatic comedy Troe I Snezhnika with Ivan Urgant.
133,"Особенно жалко линию про бизнес по перекупке футбольных игроков, так и оставшийся за кадром.","Especially regrettable is the line about the business of reselling football players, which remained off-screen.","Especially unfortunate is the plot line about the business of reselling of football players, which was left behind the scenes."
137,"Зато с потенциальным слоганом для аудитории фильма автор попал «в девятку»: «Не ищи проблему там, где ее нет». Точнее не скажешь.","""But with the potential slogan for the film's audience, the author hit the ""bullseye"": ""Don't look for a problem where there isn't one."" Couldn't have said it better.""","But the film's writer ""scored a goal"" with a potential slogan for the film's audience: ""Don't look for problems where there are none."" It couldn't be more apt."
140,"Герои скачут практически по одним и тем же частям света (оба фильма начинаются в Латинской Америке и заканчиваются в порту Лос-Анджелеса) и эксплуатируют одни и те же эффектные кадры - и там и там взрывается нечто, набитое долларовыми купюрами, и на декорации опускается вихрь из баксов.","The heroes ride almost through the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something stuffed with dollar bills explodes, and a whirlwind of dollars descends on the sets.",The films' protagonists run around the same parts of the world (both films begin in Latin America and end in the port of Los Angeles) and use the same screen effects: in both cases something filled with American bills explodes and a whirlwind of greenbacks drifts down onto the set.
146,"Просто удивительно, как они, не сговариваясь, привели разный материал к абсолютно идентичному громыхающему знаменателю, сделав довольно тяжелые, предсказуемые, ненужные боевики, вызывающие в памяти массу картин с Уиллисом и Шварценеггером (сравнения неизменно оказываются в пользу Брюса и Арнольда).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, thunderous denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger (the comparisons invariably turn out in favor of Bruce and Arnold).","It's astonishing how they, without conferring with one another, drew different material down to an absolutely identical, explosion-filled common denominator. They made trundling, predictable, and unneeded action films that recall a great bulk of the movies made by Willis and Schwarzenegger (with the comparison always falling in favor of Bruce and Arnold)."
151,"Но они живы — и намерены во что бы то ни стало отомстить негодяю с томным голосом, который все это подстроил.",But they are alive - and intend to take revenge at all costs on the scoundrel with the languid voice who orchestrated all this.,"But they are alive — alive and determined to get revenge, whatever it takes, on the ne'er-do-well with the ominous voice who orchestrated the whole event."
153,"Сделанный из вторсырья, условно съедобный боевичок","Made from recycled materials, conditionally edible action movie.",It's made from recycled material like a highly-digestible action flick
154,Простая история о беглом румынском каторжнике,A simple story about a fugitive Romanian convict.,A simple story about an escapee from a Romanian labor camp
158,"Безусловно, оно будет реалистичным, притом жестко.","It will be realistic, and harsh.","It's sure to be realistic and, indeed, brutal."
159,Высока вероятность участия актеров-непрофессионалов.,High probability of participation of non-professional actors.,There's a high chance it will star non-professional actors.
161,"Также, не зная года выпуска, можно запросто принять происходящее на экране за упражнения каких-то подпольных критических реалистов из стран Варшавского договора, которым в начале 80-х прочитали лекцию о Брессоне","Also, without knowing the year of release, one can easily mistake what is happening on the screen for exercises of some underground critical realists from the Warsaw Pact countries, who were given a lecture on Bresson in the early 80s.","Moreover, without knowing the film's year of release, it's possible to simply interpret the film's action as the exercises of some underground critical realists from Warsaw Pact countries who read Bresson's lectures from the early 80s"
168,"конвертировать в эксплотейшн а-ля 70-е, с ковбоем, решившим прогуляться из тюряги, откуда ему скоро выходить, до ближайшего салуна).","Convert to a 70s-style exploitation, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon.","converted into an exploitation film à la 1970s, with a cowboy who decides to walk out of prison — which he was soon to be released from — over to the nearest saloon)."
175,"Неплохой дебют, внушающий слабую надежду, что из румынского артхауса когда-нибудь вырастет приличное направление","A decent debut, instilling a weak hope that the Romanian art house will someday grow into a respectable direction.","It's a decent debut providing a modicum of hope that, someday, Romanian art-house cinema will begin to develop in a decent direction"
178,"«Гадкий я», наверное, лучшая работа его команды: картина прекрасно нарисована (кстати, имеет смысл смотреть в ЗО), особенно, если вы любите, когда разные объекты то и дело норовят выпрыгнуть с экрана в зал), сносно написана, и, главное, здесь нет ни одной нижепоясной шутки, из-за которых на «Ледниковых периодах» приходилось стыдливо вжиматься в кресло и закрывать детские ушки руками.","""Despicable Me"" is probably the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D), especially if you like when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there is not a single below-the-belt joke here, because of which you had to shyly shrink into the chair and cover the children's ears with your hands on ""Ice Age"".","Despicable Me is, quite possibly, his team's best work yet: the film is beautifully animated (it is, by the way, worth watching even if you're 30 — especially if you like it when objects occasionally try to jump out of the screen and into the theater), intelligently written, and, most importantly, is without a single ""below-the-belt"" joke of the type that, in Ice Age, makes you to press yourself into your chair out of embarrassment and cover your kids' ears with your hands."
179,"Понятно, что причиной смены курса стало не чувство меры авторов, а вопиющая асексуальность главного героя, каковая в свою очередь продиктована нежеланием как бы то ни было касаться темы педофилии.","Understood, that the reason for the change of course was not the authors' sense of moderation, but the glaring asexuality of the protagonist, which in turn is dictated by the unwillingness to touch upon the topic of pedophilia in any way.","Given, the reason behind this change in direction was not the writers' good sense, but rather the protagonist's extreme asexuality which, in turn, was dictated by a desire to, no matter what, avoid the topic of pedophilia."
182,"Чувствуется кропотливая работа слаженной команды маркетологов, продумавших каждую мелочь, чтобы фильм понравился всем категориям граждан.",The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to all categories of citizens can be felt.,You can feel the work of the corporate team of marketers who thought through every detail to ensure that the film would be liked by every category of viewer.
189,В финале Грю танцует партию Траволты,"In the finale, Gru dances Travolta's part.","At the end of the film, Gru dances like John Travolta"
190,"К заброшенному трейлеру где-то посреди условной пустыни подкатывает тачка, из которой выходят три пары добротнейших сисек.","To the abandoned trailer somewhere in the middle of a conditional desert, a car pulls up, from which three pairs of excellent tits emerge.","Somewhere in a desertlike landscape, a car rolls up to an abandoned trailer and from it emerge three pairs of excellent tits."
192,Сами по себе носительницы этого дара не так существенны.,The bearers of this gift are not so significant in themselves.,The women who bear this blessing are themselves of little importance.
196,А происходит много всего забавного.,A lot of funny things are happening.,And lots of amusing things happen.
198,"Создатели считают, что матерящаяся телка с щедрыми формами, вымазанная в грязи, с разбитым носом и сияющими белизной зубами - это круто.","The creators consider that a foul-mouthed cow with generous curves, smeared in dirt, with a broken nose and gleaming white teeth - this is cool.","The creators think that a swearing dame with a nice body, covered in mud, and with a broken nose is super cool."
201,Близкий по духу фильм в московском прокате — «Ствол для Дженнифер».,"""A Barrel for Jennifer""",The film closest to it in spirit that's showing in Moscow is A Gun for Jennifer.
203,"В общем, для кино-фетишиста здесь обнаруживается настоящий Клондайк удовольствий.",A true Klondike of pleasures for the cinema fetishist.,"In all, a film fetishist will find a true gold mind of pleasure here."
205,"Если бы не физические данные актрис, скучно стало бы уже к середине.","If it were not for the physical data of the actresses, it would have become boring already by the middle.","If it weren't for the physical qualities of the actresses, you'd already be bored halfway through."
207,"В РОЛЯХ: Джулия Вот, Эрин Каммингс, Америка Оливо, Майкл Херст, Рон Мелендес","Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez.","STARRING: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez"
209,"Ничего не добившись и застрелив несчастного бандита, бабы начинают цапаться, драться друг с другом и периодически прибывающими откуда-то отморозками, а также регулярно целоваться и тискаться.","Nothing achieved and having shot the unfortunate bandit, the women begin to squabble, fight with each other and the periodically arriving thugs from somewhere, as well as regularly kissing and fondling.","After finding nothing and killing the hapless criminal, the gals start to scratch and punch at one another and, periodically, at thugs who appear out of nowhere. They also frequently kiss and press against one another."
210,"По ходу дела выясняется, что все трое не те, кем представлялись в начале.",It turns out that all three of them are not who they presented themselves to be at the beginning.,In the course of events it becomes clear that all three are not who they seemed to be at the beginning.
214,Кровожадный и кусачий пеплум возвращает режиссеру пошатнувшееся доверие.,The bloodthirsty and biting peplum restores the director's shaken trust.,But this bloodthirsty and biting sword-and-sandal flick has reestablished our faith in the director.
217,"«План Маршалла» по очищению «пеплума» от налипшей пост-гладиаторской киногрязи, в целом, сработал.","""The Marshall Plan"" for cleaning the ""peplum"" from the adhered post-gladiator film dirt, in general, worked.","This ""Marshall Plan"" to clean the post-Gladiator cinematic mud off of the sword-and-sandal genre, on the whole, worked."
226,"Тонкому артхаусному артисту пока удалось отвоевать в Голливуде лишь острохарактерные роли второго плана, но очень хочется верить, что после «Центуриона» ситуация изменится.","""The thin arthouse artist has so far only managed to win over acute character roles in the second tier in Hollywood, but one really wants to believe that the situation will change after 'The Centurion'.""","This thin arthouse actress has so far only managed to lay claim to colorful supporting roles in Hollywood, but one very much wants to believe that this will change after Centurion."
240,"Лысая, как бильярдный шар, киса замыслила захватить весь мир, и теперь собаки-суперагенты вынуждены объединить усилия со своими мяукующими антагонистами.","A bald, like a billiard ball, kitty has plotted to conquer the whole world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","A cat as bald as a cue ball has thought up a plot to capture the whole world, and now superagent dogs must join forces with their meowing nemeses."
244,"Обратите внимание на Джорджа Клуни, который объединился с рок-фотографом-ныне-режиссером Антоном Корбайном («Контроль») для весьма любопытного экзистенциального исследования психологии стареющего наемного убийцы, прячущегося от людей в небольшом итальянском городке и сзапозданием постигающего человеческую природу.","Pay attention to George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather curious existential study of the psychology of an aging hired assassin, hiding from people in a small Italian town and belatedly coming to understand human nature.","Keep your attention on George Clooney, who joined forces with rock-photographer-become-director Anton Corbijn (Control) for an extremely curious, existential investigation into the psychology of an aging hit man in hiding in a large Italian city and who, late in life, comes into touch with human nature."
247,"Взяв за основу роман Мартина Бута «Очень скрытный джентльмен», Роуэн Джоффе внес в свой сценарий кое-какие коррективы: место рассказчика-англичанина занял вынесенный в заглавие американец, а из оружейника-нелегала главный герой превратился в простого убийцу.","Taking the novel ""The American"" by Martin Booth as a basis, Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by an American featured in the title, and the main character went from being an illegal arms dealer to a simple assassin.","Based on Martin Booth's novel A Very Private Gentleman, Rowan Joffé made a number of changes in his screenplay: the place of the narrating Englishman was taken by the eponymous American, and the criminal gunsmith was turned into a simple assassin."
253,А можно я вас из фоторужья щелкну!?,"""Can I take a photo of you with a camera?""",Might I take your picture with my photo apparatus?!
254,Джонни Деппа в этом сезоне можно было увидеть в двух местах одновременно.,Johnny Depp could be seen in two places at the same time this season.,"This season, you can see Johnny Depp appearing in two places at once."
257,"Во-вторых, в Пуэрто Рико на площадке «Ромового дневника», экранизации дебютного романа легендарного Хантера С. Томпсона.","In Puerto Rico, on the set of ""The Rum Diary,"" the film adaptation of the debut novel by the legendary Hunter S. Thompson.","Secondly, you can see him in Puerto Rico on the set of The Rum Diary, a film adaptation of the legendary Hunter S. Thompson's debut novel."
261,"Впрочем, хорошо хотя бы то, что героиня российской картины хоть и чужая, но совсем не лысая.","However, it's good at least that the heroine of the Russian film, although a foreigner, is not bald at all.","That said, it's good that the female protagonist of the Russian picture, despite being strange, at least isn't bald."
265,"В график также заложен и седьмой фильм — романтическая комедия «Джек и Джилл», где Сэндлеру предстоит одновременно сыграть Джека и его сестру-близнеца Джилл.","Jack and Jill, a romantic comedy where Sandler is set to play both Jack and his twin sister Jill.",They've already penciled in a seventh film as well — the romcom Jack and Jill — where Sandler simultaneously plays Jack and his twin sister Jill.
269,"В то время как съемки новой серии Бондианы откладываются, ее новый режиссер Сэм Мендес скучать не успевает.","While the filming of the new James Bond series is being postponed, its new director, Sam Mendes, doesn't have time to get bored.","Though the filming of the new James Bond movie has been put off, its new director Sam Mendes is keeping busy."
277,"По признанию режиссера, это нелегкая (в романе шесть параллельных сюжетных линий), но крайне интересная работа.","This is a challenging work (the novel has six parallel storylines), but extremely interesting, according to the director's admission.","The director admits that the work is not easy (the novel features six parallel plot lines), but is extremely interesting."
279,В Крыму проходят съемки интернационального боевика Максима Коростышевского под рабочим названием «Солдаты удачи».,"The filming of Maxim Korostyshevsky's international action movie with the working title ""Soldiers of Fortune"" is taking place in Crimea.",Maxim Korostyshevsky's international action film with the working name Soldiers of Fortune is being filmed in Crimea.
280,"Он посвящен миллионерам, отправившимся за свои деньги на настоящую войну в поисках адреналина.",He is dedicated to millionaires who have gone to real war in search of adrenaline with their own money.,The film takes as its subject millionaire adrenaline junkies who pay their own money to be sent into a real war.
288,Этот факт не должен пугать искушенного зрителя - в истории кинематографа есть масса примеров успешной переквалификации моделей в актрис.,This fact should not scare the experienced viewer - in the history of cinema there are many examples of successful retraining of models into actresses.,But that fact shouldn't scare off tempted viewers: film history contains many examples of models successfully changing careers into acting.
289,"Шарлиз Терон («Монстро»), Анджелина Джоли («Прерванная жизнь»), Джессика Лэнг («Голубое небо», «Тутси»), Ким Бэсингер («Секреты Лос-Анджелеса»), Дженнифер Коннели («Игры разума»), Джина Дэвис («Случайный турист») и «Первая вице-мисс США-86» Халле Берри («Бал монстров») начинали как манекенщицы или снимались для модных журналов, в итоге получили заслуженный «Оскар».","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky"", ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist"") and ""Miss USA 1986"" Halle Berry (""Introducing Dorothy Dandridge"") started out as models or appeared in fashion magazines, eventually earning well-deserved Oscars.","Charlize Theron (Monster), Angelina Jolie (Girl, Interrupted), Jessica Lange (Blue Sky, Tootsie), Kim Basinger (L.A. Confidential), Jennifer Connelly (A Beautiful Mind), Geena Davis (The Accidental Tourist), and the first runner-up of Miss USA 1986, Halle Berry (Monster's Ball) all started out as runway models or were photographed for fashion magazines and ended up winning well-earned Oscars."
290,"Преуспели в актерском мастерстве (также красавицы Милла Йовович, Кэмерон Диас, Моника Белуччи и, что особенно приятно, наша соотечественница Ольга Куриленко.","They have succeeded in acting (also beauties Milla Jovovich, Cameron Diaz, Monica Bellucci and, especially pleasantly, our compatriot Olga Kurylenko).","The beauties Milla Jovovich, Cameron Diaz, Monica Bellucci and, what's especially pleasant, our own Olga Kurylenko, all found success in acting."
293,"Валерия Гай Германика, заслужившая Особого упоминания каннского жюри в 2008 году за картину «Все умрут, а я останусь» и снявшая скандальный телесериал «Школа», получила должность креативного директора на телеканале МТ.","Valeria Gai Germanika, who received a Special Mention from the Cannes jury in 2008 for the film ""All Will Die, and I'll Stay Alive"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel.","Valeriya Gai Germanika, who earned Special Mention from the Cannes jury in 2008 for her film Everybody Dies but Me and who filmed the scandalous TV series School, has been appointed creative director of the channel MTV."
296,Также Германика начала кастинг новых ведущих.,"Also, Germanika has started casting new hosts.",Germanika has also begun auditions for new leads.
