index,original,zero_shot_translation,reference_translation
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,אני ובן/בת זוגי (ה)ידוע/ה בציבור הלכנו הערב לחנות המשקאות לקנות כמה בירות ובקבוק של יין מבעבע.,השותף המקומי ואני הלכנו לחנות משקאות אלכוהוליים הלילה לקנות כמה בירות.
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","כשניגשנו לקופה, הקופאית הייתה אישה טרנסית די ברורה.","כשהלכנו לקופה, הקופאית היתה בבירור #אישה טרנסג'נדרית."
27,And I said her nails looked cool.,ואמרתי שהציפורניים שלה נראות מגניבות.,ואמרתי לה שהציפורניים שלה מדליקות.
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"החיוך המוקל על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם זה חרא ואני שונא את זה.",חיוך הרווחה שניכר על פניה גרם להרגשה טובה אבל העובדה שהיא פחדה בהתחלה גרם לתחושה נוראית ואני שונא את זה.
33,It takes the state's governor.,זה לוקח את מושל המדינה.,רק מושל המדינה יכול להעביר זאת.
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","בעבודה זו, המבוססת על וריאציה של מודל האיתות הקלאסי של לואיס (1969), אנו בוחנים את התנאים להתהוות של תקשורת תלוית הקשר בתרחיש סיטואציוני.","בעבודה זו, המבוססת על משתנה של מודל העברת המסרים של לואיס (1969), אנו חוקרים את התנאים להופעה של תקשורת תלוית הקשר בתרחיש ממוקם."
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים הסרת דו-משמעות הקשרית של משמעויות סמלים.","בו זמנית, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגנטיביות המאפשרים הסרת רב-משמעות של סמלים."
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","אנו מראים שאילוצים סביבתיים על בחירת הייחוס של המקבל ניתנים לניצול חד-צדדי על ידי השולח, ללא יכולות הסרת עמימות מצד המקבל.","אנו מראים שאילוצים סביבתיים על בחירת הרפרנט של הקולט יכולים להיות מנוצלים באופן חד צדדי על ידי השולח, ללא יכולות ביעור מצד הקולט."
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.","אשנטי פיתוח עובדת עם מספר הולך וגדל של קהילות באזור אשנטי שבגאנה כבר כמעט 20 שנה, משתפת פעולה עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.","Ashanti Development עובדת כ-20 שנה עם מספר גדל והולך של קהילות באזור אשנטי שבגאנה, היא מעורבת בקהילות ותומכת באספקת מים וסניטציה, חינוך, בריאות, נטיעת עצים וחקלאות."
47,Communities gain the knowledge to embed and support their own development.,קהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן.,קהילות צוברות את הידע הנדרש להטמעה ולתמיכה בהתפתחותן.
52,Photos from my visit to Ghana in 2011.,תמונות מהביקור שלי בגאנה בשנת 2011.,תצלומים מהביקור שלי בגאנה בשנת 2011.
55,They won't allow me to tell them the address it's going to and who is shipping it.,הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה.,הם לא מרשים לי להגיד להם את כתובת המשלוח ולמי החבילה נשלחת.
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,למחרת בבוקר ואני לא מצליח להתגבר על ההעמדה המבישה של כריס ליכט כאילו הוא עוסק בעיתונות שירות לציבור בערוץ CNN אמש.,כבר הבוקר שלאחר מכן ואני לא יכול להתגבר על היומרנות המחפירה של כריס ליכט לגבי עיתונאות בשירות הציבורי ב-CNN אמש.
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זו הייתה שערורייה, כמו פסטיבל שקרי ותלונות אנטי-דמוקרטי סמלי בסגנון ה-6 בינואר, שאירחה התקשורת האמריקאית באופן הרסני.","זו היתה שערוריה, כמו פסטיבל אנטי-דמוקרטי סמלי של שקרים ותלונות שהתרחב ב-6 בינואר, שנערך באופן הרסני על ידי התקשורת האמריקאית."
60,THE SHAMEFUL AUDIENCE.,הקהל המבייש,הקהל המבויש.
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל רפובליקני בלבד!,ליכט הסכים לכל בפני קהל שכולו רפובליקני!
63,There's a story to be reported there.,יש שם סיפור לדווח עליו.,יש כאן סיפור שיש לדווח עליו.
64,The ratings--seeking delusional irresponsibility of it all.,"ההתנהלות חסרת האחריות וההזויה הזו, שמטרתה היא השגת רייטינג.",חוסר אחריות של מחפש – הרייטינג האשליתי אחראי לכל זה.
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד דולף, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה.","יש לי מרתף חשוף מאוד, וכתוצאה מכך הרבה מכרסמים מוצאים בו מקלט."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו לכולן.","אתמול בלילה נמאס לי מהשגרה, ניקיתי את כל המלכודות מחמאת בוטנים ופיזרתי עליהן פיסטוקים."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים והקלות מס המעודדים פעילות עסקית נוספת.,אבל הן גם מקצצות את המענקים וזיכויי המיסים המעודדים פעילות עסקית נוספת.
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","יש לי עסק. הוא מצליח למרות הממשל הפרובינציאלי, לא בזכותו."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, נניח, khou.com, שם ניסיתי לראות סרטון שוונדי שלחה לי.","זה נכון אפילו כעת, כאשר goatse.cx נעלם, אבל יהיה מרוץ צמוד לתחתית בין goatse לבין, למשל, khou.com, ששם ניסיתי לצפות בסרטון ש-Wendy שלחו לי."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.,השיגו מדבקות לרכב שהן נגד טרמפ והדביקו אותן בכל מקום.
95,Yell back at those who would try to talk over us.,צעקו בחזרה על אלה שמנסים להשתיק אותנו.,צעקו לעבר אלו שמנסים לגבור עלינו.
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בהמון ליחה.,זה לא מקובל מבחינה חברתית לצאת לציבור או להתקרב לאנשים כאשר אתה משתעל עם ליחה.
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית לפזר את סערת הליחה שלך מקורונה בכל מקום!!!,אני חוזר. זה לא מקובל מבחינה חברתית לפזר את ליחת הקורונה שלכם בכל מקום!!!
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהצער הוא בן לוויה קבוע של החיים.,מיו יודע שצער הוא ליווי קבוע בחיים.
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה ויש לה רגשות עצומים שהיא לא יודעת מה לעשות איתם אז יש הרבה משניהם.","לאחר 4,000 מקרי לחץ יל מוצאת את עצמה במקום של אהבה ויש לה תחושות שהיא לא יודעת מה לעשות איתן, כך שיש הרבה משניהם."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.,הפיאסקו של אתמול ‎‎‏‏‎#MangoMoron‎ היה כישלון שערורייתי.
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן אוויר?","איזה ""בכיר"" בחדשות החליט לתת לפושע השמן והשקרן זמן שידור ממושך?"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שביטחונו החדש הופך ליהירות מאחורי ההגה של היופי האקזוטי שלו.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך לשחצנטת מאחורי ההגה של מכוניתו האקזוטית."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות Salesforce הטובות ביותר המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם.,Codleo היא אחת מהשותפים הטובים ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים הכי משוגעים בזה שהשכנים שלי התהפכו נגדי זה לחשוב כמה מאמץ צריך כדי להיות עוין.,אחד הדברים המטורפים ביותר לגבי השכנים שלי שיוצאים נגדי הוא לחשוב כמה מאמץ נדרש כדי להיות עוין.
124,"Forget me, fine.","שכח ממני, בסדר.","תשכחו ממני, זה בסדר."
125,"Ignore me, fine.","תתעלם ממני, בסדר.","תתעלמו ממני, זה בסדר."
129,Slamming a door in my face takes effort.,לטרוק לי דלת בפנים דורש מאמץ.,לטרוק בפניי את הדלת מחייב מאמץ.
133,That vessel is off-limits.,הכלי הזה אסור בכניסה.,כלי השייט הזה מחוץ לתחום.
137,But another individual often flies aboard that ship.,אבל לעתים קרובות אדם אחר טס על סיפון האונייה הזו.,אבל אדם אחר נמצא לעתים קרובות על סיפונה של הספינה.
138,If he were to die... the consequences would be... significant.,אילו היה מת... ההשלכות היו... משמעותיות.,אם הוא ימות... ההשלכות יהיו... משמעותיות.
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס מזורז (קצת יותר מאורך ציוץ) במה שאני מתכוון ב""אִבְחוּת"":",להלן קורס מזורז (קצת ארוך יותר) מקורס מקוצר למה שאני מתכוון במושג אב-יפיקציה:
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""האחרון מבינינו"" הוא דוגמה קלה וקנונית ל""אבהות"".",המשחק 'האחרונים מבינינו' הוא דוגמה פשוטה והולמת למונח אב-יפיקציה.
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","אבהות-יזציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין מ, או מחלישה כל סוכנות שיש לילד.","אב-יפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעיתים קרובות מתעלמת לחלוטין או פוגעת בכל יכולת פעולה עצמית שיש לילד."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","במובן הזה, התאבכות (Dad-ification) היא תחליף לאידיאלים ניאו-ליברליים רבים; במיוחד רעיונות כמו בנייה עצמית והסתמכות עצמית כשהם מהווים מטרה אולטימטיבית/מדד להצלחה.","בדרך זו, אב-פיקציה תומכת בהרבה אידיאלים ניאו-ליברלים; במיוחד רעיונות כמו התקדמות עצמית ועצמאות כמטרה/אינדיקטור אולטימטיבי להצלחה."
148,- We send out notifications when airfare goes on sale.,אנחנו שולחים התראות כשמחירי הטיסות יורדים.,- אנו שולחים הודעות כאשר תעריף טיסה נמצא במבצע.
150,"- We don't sell tickets, or charge a subscription.","אנחנו לא מוכרים כרטיסים, או גובים דמי מנוי.","- אנו לא מוכרים כרטיסים, ואיננו מחייבים בדמי מנוי."
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד, אימה ועקירה בלתי נתפסים הותירו בהם את הצלקת הבלתי נראית של טראומה.","עם זאת, פחד, טרור ועקירה בלתי נתפסים הותירו אותם עם צלקת טראומה בלתי נראית."
159,Over time dart became my go-to for quick UI.,עם הזמן Dart הפכה לבחירה המועדפת שלי עבור ממשקי משתמש מהירים.,במהלך הזמן dart הפך למקום שאליו אני פונה למציאת ממשק משתמש מהיר.
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter היא תענוג לעבוד איתה, ויש להם #mobx לניהול חנות קל.","תענוג לעבוד עם flutter‎#, ויש להם ‎#mobx לניהול קל של אחסון."
161,"The dependency story is less insane than nodejs, too.","סיפור התלויות פחות מטורף מזה של nodejs, גם.",גם סיפור התלות פחות מטורף מאשר ב-nodejs.
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","בטח, פלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה נייטיבית טובה (בכל מקום, באמת. אפילו יעד הפלאטר ווב גרוע).","כמובן ש-flutter מבאס, מאוד כשמדובר בהתנהגות של אפליקציה מקורית טובה (בכל מקום, באמת. אפילו מטרת רשת של flutter מבאסת)."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במוח ונראה פחות מוחשי מאשר בריאות גופנית.,כי היא מתרחשת בנפש ופחות מוחשית מהבריאות הפיזית.
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות נפשית נתפסת כ""פחות אמיתית"" מבריאות פיזית בעיני רבים, אני מרגיש/ה במידה מסוימת שהיותי טרנס/ית היא פשוט אינטרסקס של המוח.","באותו אופן שבו נראית בריאות הנפש כפחות ""מציאותית"" מאשר הבריאות הפיזית על ידי רבים, אני מרגישה שבהיותי טרנסג'נדרית זה פשוט אינטרסקס של הנפש."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""בינארי לא ביולוגי"".","אני מרגישה שלהיות טרנסג'נדרית זה להיות ""לא-בינארי מבחינה ביולוגית""."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: האינטרנט הוא עכשיו במידה רבה דבר של גוגל, לצערי.","(וכמו כן: כיום, הרשת היא ברובה עניין של Google, לרוע המזל)"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"כמו כן, אנא הימנע מלומר לי שאפליקציות גוגל/פלטר גרועות ב-iOS וב-macOS, פשוט ספק את התרגום בלי טקסט נוסף.",הימנעו בבקשה מלהגיד לי שהיישומים google/flutter דפוקים במערכות iOS וב-macOS.
200,Cross platform is hard if you want to do it well.,קרוס פלטפורמה זה קשה אם אתה רוצה לעשות את זה כמו שצריך.,קשה לחצות פלטפורמות אם רוצים לעשות זאת היטב.
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,תודה לאלו שהורידו את העדכון האחרון ל-Leasey.
203,A few very small difficulties have come to light.,צצו כמה קשיים קטנים מאוד.,התגלו כמה קשיים קלים.
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא בדיוק יודע/ת למה המוח שלי לא מצליח להבין את זה; ייתכן שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט ננעל בגלל 'יותר מדי אפשרויות'.
211,Grafana looks pretty.,גרפנה נראית יפה.,Grafana נראה נחמד.
218,...And that's how I found myself having to sort out a raid group roster.,וככה מצאתי את עצמי צריך לסדר את רשימת הקבוצה לפשיטה.,...וכך מצאתי שעליי לארגן סגל של קבוצת רייד.
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","אז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לספרות בדיונית ולסיפורים גדולים.","לאחר מכן, החיים הרסו את הנפש שלי ואיבדתי את כל התשוקה שלי לקריאת סיפורת וסיפורים נהדרים."
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 וזה רק מאי.,"אני כעת בספר #31, ועכשיו רק חודש מאי."
224,I haven't really achieved anything.,לא ממש השגתי משהו.,באמת לא השגתי דבר.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,שישקמו את הערים הריקות והמתפוררות ברחבי הארץ. שוב.,תנו להם לשקם את הערים החלולות והנרקבות ברחבי הארץ. שוב.
233,Deport the white supremacists.,לגרש את תומכי עליונות לבנה.,יש לגרש את הדוגלים בעליונות הלבנים.
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי כל כך מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","כל כך נמאס לי מהכותרות שטוענות ש""העבודה מרחוק מתה"". או ש""עבודה מרחוק הייתה ניסוי כושל""."
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה כן מטריד אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.",זה הכל קליקבייט אבל יש לי חששות לגבי המנהלים והבכירים שקוראים את המאמרים האלה.
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות לעבודה שלוקחות זמן מהיום שלהם וממשפחותיהם.,היא מאפשרת לאנשים להימנע מנסיעות ממושכות שמרחיקות אותם מהמשפחות שלהם.
243,To just ignore these facts is wrong.,להתעלם מהעובדות האלה זה פשוט לא בסדר.,התעלמות מעובדות אלו שגויה.
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.","פארקר התייחס להפלות, ולדחף של נשים עירוניות מודרניות לדחות את הבאת ילדים לעולם למען הקריירה שלהן.",פרקר התייחסה להפלות ולדחף של נשים עירוניות מודרניות לדחות להביא ילדים למען הקריירה שלהן.
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען שה-NDP והמתקדמים רוצים לדלל את אוכלוסיית החברה למען הסביבה.,היא גם טענה כי NDP והפרוגרסיביים רוצים לנקות את החברה למען הסביבה.
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי הייתה צצה, חששתי לנסות לחגוג את יום ההולדת שלי.",תמיד כשהגיע חודש מאי פחדתי לנסות לחגוג את יום ההולדת שלי.
254,I fought over the years to get out of that mindset and to have better bdays.,נלחמתי במשך השנים כדי לצאת מהמנטליות הזו וכדי שיהיו לי ימי הולדת טובים יותר.,נלחמתי במשך שנים לצאת מהלך המחשבה ולחגוג ימי הולדת טובים יותר.
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה מכיר דרך בעלת ביצועים טובים עבור קומפוננטת רשת להגיב להוספה/הסרה ממסמך?,האם אתם מכירים דרך יעילה להוספת/הסרה של רכיב אינטרנט ממסמך?
268,We currently use a MutationObserver hack.,אנחנו משתמשים כרגע בטריק MutationObserver.,כרגע אנחנו משתמשים בפריצה של MutationObserver.
285,Last week got a ton done and feeling much better about field items.,שבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי פריטי שדה.,בשבוע שעבר הצלחתי לעשות המון עבודה ואני מרגיש הרבה יותר טוב לגבי פרטי השדה.
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","וגם צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים. בשתיהן צוות מאומן על השקיה, הכנת ערוגות והשתלה, שזה 90% מפריטי המיומנות שאינם קציר.","כמו כן צריך לזרוע שורת ירקות כדי לשלב ירקות חתוכים בשניהם יש צוות מיומן בהשקיה, הכנת ערוגה ושתילה מחדש שהם 90% מפריטי מיומנות שאינם ניתנים לקצירה"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זו 2023 ואני עדיין רואה אנשים עם אייפונים שנמנעים באופן פעיל מלהשתמש במפות של אפל.,השנה היא 2023 ואני עדיין רואה אנשים עם אייפון נמנעים באופן פעיל משימוש ב-Apple Maps.
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","מתוך סקרנות, שמרתי על ראש פתוח כדי להשוות בין Google Maps ל-Apple Maps, במכשיר האייפון הניסיוני שלי (מכשיר האנדרואיד שלי הוא השימושי היומיומי, אז זה נדיר שאני משתמש באייפון).","סקרן, שמרתי על ראש פתוח כדי להשוות בין Google Maps ו-Apple Maps, במכשיר האייפון המבחן שלי (המכשיר היומיומי שלי הוא מכשיר אנדרואיד, אז זה נדיר שאני משתמש באייפון)."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של מעקב אחר הנחיות הייתה טובה בהרבה במפות אפל בהשוואה למפות גוגל.,המעקב אחר ההוראות היה חוויתי בהרבה ב-Apple Maps בהשוואה ל-Google Maps.
298,Could it be that Google Maps got to market first?,הייתכן שגוגל מפות הגיעו לשוק קודם?,יכול להיות שזה מפני ש-Google Maps הגיעה לשוק ראשונה?
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני משוחד לטובת לא לשחרר זבל למשתמשי קצה, ואפל דפקה בגדול עם אפל מפות שלהם כשהוא יצא ב-2012.","אני מוטה בעד אי שחרור זבל למשתמשי קצה, ו-Apple נדפקה בצורה מלכותית עם Apple Maps כשיצאו ב-2012."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה למקום טוב לאגור בו עושר כל עוד אתה חושב שהממשלה לא תשנה את השיטה שאנחנו חיים בה.,אבל האדמה היא זו ששומרת היטב על הכסף כל עוד שחושבים שהממשלה לא תשנה את השיטה בה אנו חיים.
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חתיכה.,הרבה אנשים חושבים שהם ממש הבעלים של הקרקע כשהם קונים נכס.
312,The land is temporary.,האדמה זמנית.,הבעלות על הקרקע היא זמנית.
314,The land is very easily and quickly taken away by the government one day if they want to do that.,הממשלה יכולה לקחת את הקרקע בקלות ובמהירות רבה מתי שהיא רוצה.,"האדמה נלקחת בקלות ובמהירות על ידי הממשלה, אם היא תרצה לעשות זאת."
317,It has to be taken away one day.,זה חייב להילקח יום אחד.,יום אחד צריך לקחת את זה.
318,That's why the Chinese only allow leases.,לכן הסינים מרשים רק חכירות.,זו הסיבה שהסינים מאפשרים רק חכירה.
319,They already ran out of land.,נגמרה להם כבר הקרקע.,כבר אזלה להם האדמה.
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, הגשמת חלומות, ידידות, לפשוט אך אמיתי!!","להצליח, להגשים חלומות, חברות, פשוט אבל אמת!"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית לחיי ההצלחה שלכם ולמימוש החלומות שלכם.","לכל המשקיעים באשר הם, אני מרים כוסית להצלחתכם והגשמת החלומות שלכם."
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, החדשים והוותיקים, בואו נעריך את הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","ולכל החברים שלי, נוקיר את הדברים הפשוטים והאמיתיים בחיים הגורמים לנו אושר ותחושת הגשמה."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"אני תוהה לעתים קרובות על היכולת האנושית להיות *כל כך* ביקורתי כלפי עצמה, כשלמעשה מוצגת בפניה כל כך הרבה עדות למה שאכזריות אמיתית נראית.",לעתים קרובות אני תוהה על היכולת האנושית להאשים *כל כך* את עצמך בעודנו מוצפים בהרבה עדויות על איך נראית אכזריות אמיתית.
