index,original,translated,terminology_annotation
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,אני ובן/בת זוגי (ה)ידוע/ה בציבור הלכנו הערב לחנות המשקאות לקנות כמה בירות ובקבוק של יין מבעבע.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""בן/בת זוגי (ה)ידוע/ה בציבור"" should not have the definite article ""(ה)"" before ""ידוע/ה"".
```"
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","כשניגשנו לקופה, הקופאית הייתה אישה טרנסית די ברורה.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""אישה טרנסית"" could be seen as potentially outdated or less respectful depending on context. A more modern or sensitive term like ""אישה טרנסג'נדרית"" might be preferred, though the current translation isn't strictly wrong.
```"
27,And I said her nails looked cool.,ואמרתי שהציפורניים שלה נראות מגניבות.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""מגניבות"" is a grammatically correct translation of ""cool"" as it modifies a plural noun (""nails""). However, in this specific context, ""מגניבות"" sounds slightly unnatural. A more colloquial and common translation would be ""יפות"" (beautiful) or even another word that conveys appreciation. Although not incorrect, it's not the most natural choice."
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"החיוך המוקל על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם זה חרא ואני שונא את זה.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""חרא"" is a very informal way to translate ""FUCKING SUCKS"" and may not be appropriate in all contexts. While it conveys the negative sentiment, a more nuanced or less vulgar term could be considered.
```"
33,It takes the state's governor.,זה לוקח את מושל המדינה.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""מושל המדינה"" should be inflected to ""מושל המדינה"".
```"
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","בעבודה זו, המבוססת על וריאציה של מודל האיתות הקלאסי של לואיס (1969), אנו בוחנים את התנאים להתהוות של תקשורת תלוית הקשר בתרחיש סיטואציוני.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The Hebrew translation of ""Lewis (1969)"" should ideally maintain the original English name and year, possibly with a Hebrew transliteration or parenthetical addition, rather than transliterating the name into Hebrew. Although not strictly incorrect as is, retaining the original form is generally preferred for proper names and citations in academic contexts.
```"
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים הסרת דו-משמעות הקשרית של משמעויות סמלים.","```
MQM annotations
Terminology errors:
minor: WRONG TERM - ""הסרת דו-משמעות הקשרית"" (removal of contextual ambiguity) should be ""הסרת הדו-משמעות ההקשרית"" (removal of the contextual ambiguity). The definite article ""ה"" is missing before ""דו-משמעות"" and ""הקשרית"".
```"
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","אנו מראים שאילוצים סביבתיים על בחירת הייחוס של המקבל ניתנים לניצול חד-צדדי על ידי השולח, ללא יכולות הסרת עמימות מצד המקבל.","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""הסרת עמימות"" is a possible, but less common and slightly awkward translation of ""disambiguation"" in this context. ""הסרת דו-משמעות"" would be a more natural and precise equivalent."
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.","אשנטי פיתוח עובדת עם מספר הולך וגדל של קהילות באזור אשנטי שבגאנה כבר כמעט 20 שנה, משתפת פעולה עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""אשנטי פיתוח"" (Ashanti Pitúakh) should likely be ""פיתוח אשנטי"" (Pituach Ashanti) to match the source order ""Ashanti Development"". The current translation while understandable, might sound slightly unnatural to a native speaker.
```"
47,Communities gain the knowledge to embed and support their own development.,קהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""קהילות"" (communities) is plural, while the English source is singular. Though this doesn't significantly hinder comprehension, it's a minor grammatical disagreement.
```"
52,Photos from my visit to Ghana in 2011.,תמונות מהביקור שלי בגאנה בשנת 2011.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""בשנת 2011"" should be enclosed in quotes.
```"
55,They won't allow me to tell them the address it's going to and who is shipping it.,הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The definite article ""ה"" (the) is missing from ""לאיזו כתובת זה הולך"" (to which address it goes). It should be ""לאיזו כתובת זה הולך **ה**"".
```"
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,למחרת בבוקר ואני לא מצליח להתגבר על ההעמדה המבישה של כריס ליכט כאילו הוא עוסק בעיתונות שירות לציבור בערוץ CNN אמש.,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""עיתונות שירות לציבור"" is a valid translation of ""public service journalism"" but might not be the most natural or common phrasing in Hebrew in this specific context. A slightly more common phrasing might be ""עיתונות למען הציבור"". The current translation is understandable but could be improved for naturalness."
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זו הייתה שערורייה, כמו פסטיבל שקרי ותלונות אנטי-דמוקרטי סמלי בסגנון ה-6 בינואר, שאירחה התקשורת האמריקאית באופן הרסני.","MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""ה-6 בינואר"" should be ""6 בינואר"" (no ""ה"").
```"
60,THE SHAMEFUL AUDIENCE.,הקהל המבייש,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/capitalization - ""הקהל המבייש"" should be ""הקהל המבייש."" (Capitalization issue).
```"
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל רפובליקני בלבד!,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""רפובליקני"" should be ""רפובליקנים"" to match the plural form ""Republicans"" in the source.
```"
63,There's a story to be reported there.,יש שם סיפור לדווח עליו.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""לדווח עליו"" literally translates to ""to report on it"". While grammatically correct, it's slightly less natural than simply ""לדווח"" (to report) in this context. The glossary entry is not incorrect, but could be improved for a more fluent translation."
64,The ratings--seeking delusional irresponsibility of it all.,"ההתנהלות חסרת האחריות וההזויה הזו, שמטרתה היא השגת רייטינג.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""ההתנהלות"" (the conduct/behavior) is too general. A more specific term related to ""irresponsibility"" would be better.
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד דולף, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""דולף"" (dolef) which translates to ""leaky"" or ""drafty"" is grammatically incorrect in this context. It should be ""דליף"" (dalif) - adjective form to agree with מרתף (martef - basement)."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו לכולן.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""סופרגלו"" should be ""סופרגלו"" (Super Glue) as in the glossary but it is written correctly.
```"
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים והקלות מס המעודדים פעילות עסקית נוספת.,"MQM annotations
Terminology errors:
minor: WRONG TERM - ""המעודדים"" should be ""שמעודדים"" to agree with the subject."
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""עסק"" as ""הוא"" (he) is grammatically incorrect. ""עסק"" is masculine, but in this context, it refers to the business itself, not the owner. A more accurate phrasing would be ""הוא מצליח"" if referring to the business owner or ""הוא מצליח"" (it is successful) referring to the business itself, making the pronoun redundant and potentially confusing. Though understandable, it's not the most natural or precise way to express this."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, נניח, khou.com, שם ניסיתי לראות סרטון שוונדי שלחה לי.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""goatse"" is transliterated into Hebrew, but it is more appropriate to leave it in English since it's a website name and the transliteration doesn't add meaning.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Grammatical error - ""מדבקות פגוש"" should be ""מדבקות באמפר"" or ""מדבקות לפגוש"" for proper grammatical correctness.
```"
95,Yell back at those who would try to talk over us.,צעקו בחזרה על אלה שמנסים להשתיק אותנו.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""צעקו בחזרה"" is a literal translation of ""yell back"" but in this context, a more appropriate term would be ""להשיב"" (to respond). The current translation isn't incorrect, but it's less natural."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בהמון ליחה.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""שיעול שמלווה בהמון ליחה"" is a descriptive phrase rather than a specific medical term, and it could be improved to align more closely with a standardized term for a cough with mucus. However, it's understandable in context."
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית לפזר את סערת הליחה שלך מקורונה בכל מקום!!!,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""סערת הליחה"" (se'arat hlicha) translates to ""phlegm storm"" which is not an exact equivalent of ""mucus storm."" While understandable, ""נזלת"" (nezelet) would be a more accurate term for mucus. The whole phrase ""סערת הליחה שלך מקורונה"" sounds a bit odd.
```"
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהצער הוא בן לוויה קבוע של החיים.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""בן לוויה"" (ben lviya) is grammatically masculine. It should be ""בת לוויה"" (bat lviya) to agree with ""צער"" (tza'ar) which is grammatically feminine. Though ""בן לוויה"" can be used to generically mean companion, ""בת לוויה"" is more appropriate when referring to sorrow specifically."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה ויש לה רגשות עצומים שהיא לא יודעת מה לעשות איתם אז יש הרבה משניהם.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""י""ל"" is not grammatically correct. It should be ""י""ל"" with the correct grammatical form to indicate that ""Yl"" is the subject.
```"
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The hashtag #MangoMoron should be written in English.
```"
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן אוויר?","MQM annotations:
Terminology errors:
minor: WRONG TERM - The word ""בכיר"" is in quotes in the source, suggesting a sarcastic or skeptical tone, which isn't necessarily conveyed by the Hebrew translation. While not incorrect, it could be argued that adding a similar punctuation mark (perhaps גרשיים) around the word in Hebrew would better capture the nuance."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שביטחונו החדש הופך ליהירות מאחורי ההגה של היופי האקזוטי שלו.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - ""ההגה"" is missing the definite article ""the"" which should be reflected in the translation as ""ba-Hage"".
```"
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות Salesforce הטובות ביותר המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""שותפות Salesforce"" should be ""שותפת Salesforce"" to agree in gender with ""אחת"" (one).
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים הכי משוגעים בזה שהשכנים שלי התהפכו נגדי זה לחשוב כמה מאמץ צריך כדי להיות עוין.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""להיות עוין"" is a general description of being hostile and not an actual glossary entry in Hebrew. A more accurate translation would be ""להפגין עוינות"" (to show hostility) or similar, but without a specific glossary entry to compare it to, it's difficult to determine the exact intended term. Although the meaning is understandable, it's not the most natural way to express the sentiment."
124,"Forget me, fine.","שכח ממני, בסדר.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""בסדר"" is a reasonable translation of ""fine"" but in this context, it could be better translated to something that implies agreement/acceptance, e.g., ""טוב"". This is a minor issue as the meaning is still understandable, but it sounds a little off.
```"
125,"Ignore me, fine.","תתעלם ממני, בסדר.","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""בסדר"" can be translated as ""okay"", ""alright"" or ""fine"" depending on the context. Here it's more about the tone, ""alright"" or ""okay"" would be more appropriate. It's not critical because the meaning is understandable."
129,Slamming a door in my face takes effort.,לטרוק לי דלת בפנים דורש מאמץ.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""לטרוק לי דלת בפנים"" is a colloquial expression. While technically not incorrect, it's more verbose than necessary. A more concise term like ""לטרוק דלת בפני"" would be more appropriate in formal writing.
```"
133,That vessel is off-limits.,הכלי הזה אסור בכניסה.,"MQM annotations:
Terminology errors:
major: WRONG TERM - ""הכלי הזה אסור בכניסה"" literally translates to ""This vessel is forbidden to enter"". While it conveys the idea of ""off-limits"", it's not the most natural or accurate translation of the intended meaning, which would be closer to ""אסור להיכנס לכלי הזה"" or ""הכלי הזה מחוץ לתחום""."
137,But another individual often flies aboard that ship.,אבל לעתים קרובות אדם אחר טס על סיפון האונייה הזו.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""אונייה"" (oniya) is a general term for ""ship,"" while in this context, where someone ""flies aboard,"" a more specific term like ""מטוס"" (matos - airplane) or ""חללית"" (chalalit - spaceship) might be more appropriate depending on the context. Though ""ship"" isn't technically wrong, it may not be the most natural choice given the action. The Hebrew translation is grammatically correct, but the choice of terminology could be slightly improved."
138,If he were to die... the consequences would be... significant.,אילו היה מת... ההשלכות היו... משמעותיות.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The ellipsis (...) should be translated as ""..."" in Hebrew, not ""…""
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס מזורז (קצת יותר מאורך ציוץ) במה שאני מתכוון ב""אִבְחוּת"":","MQM annotations:
major: WRONG TERM - The term ""אִבְחוּת"" (ivchut) is a neologism, likely coined to translate ""dad-ification"". While it attempts to capture the essence, it sounds unnatural and doesn't have an established meaning in Hebrew. A more natural and understandable translation would be something like ""הפיכה לאבא"" (haficha le-abba - becoming a dad) or ""התנהגות אבהית"" (hitnahagut avahit - fatherly behavior) depending on the precise nuance."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""האחרון מבינינו"" הוא דוגמה קלה וקנונית ל""אבהות"".","```
MQM annotations:
Terminology errors:
major: WRONG TERM - ""אבהות"" (Avahut) is a literal translation of ""dad-ification"" as ""fatherhood,"" but the more appropriate term would be something like ""התמסדות"" (Hitmasdut) or a similar term that captures the sense of becoming mainstream and conventional, especially in a playful or ironic way.

```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","אבהות-יזציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין מ, או מחלישה כל סוכנות שיש לילד.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""אבהות-יזציה"" (Avahut-yitzia), a neologism translating ""Dad-ification"", sounds unnatural and is not an established term in Hebrew. A more natural translation would be something along the lines of ""הפיכה להורות אבהית"" (Haficha lehorut avahit) or similar. While the given translation is technically understandable, it's an awkward and potentially confusing term.
```"
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","במובן הזה, התאבכות (Dad-ification) היא תחליף לאידיאלים ניאו-ליברליים רבים; במיוחד רעיונות כמו בנייה עצמית והסתמכות עצמית כשהם מהווים מטרה אולטימטיבית/מדד להצלחה.","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""התאבכות"" (Dad-ification) is not the most natural or widely understood translation in this context. A more common term might be more appropriate, but this is not a critical error.
```"
148,- We send out notifications when airfare goes on sale.,אנחנו שולחים התראות כשמחירי הטיסות יורדים.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""התראות"" is a valid translation for ""notifications"", but in this context, ""עדכונים"" (updates) might be a better fit, reflecting the promotional aspect of airfare sales. While not strictly wrong, it's a slightly less natural or idiomatic choice.
```"
150,"- We don't sell tickets, or charge a subscription.","אנחנו לא מוכרים כרטיסים, או גובים דמי מנוי.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""דמי מנוי"" (subscription fees) is grammatically correct, but ""או גובים"" (or collect) is slightly awkward in this context. A more natural phrasing might be ""או דורשים"" (or require) or ""או מבקשים"" (or ask for).
```"
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד, אימה ועקירה בלתי נתפסים הותירו בהם את הצלקת הבלתי נראית של טראומה.","MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - The term ""טראומה"" is missing the definite article. It should be ""הטראומה""."
159,Over time dart became my go-to for quick UI.,עם הזמן Dart הפכה לבחירה המועדפת שלי עבור ממשקי משתמש מהירים.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Dart"" is a proper noun and should not be translated.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter היא תענוג לעבוד איתה, ויש להם #mobx לניהול חנות קל.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""flutter"" as a feminine noun (""היא"") is grammatically incorrect in Hebrew. While the phrase is understandable, it disrupts the flow of the text.
```"
161,"The dependency story is less insane than nodejs, too.","סיפור התלויות פחות מטורף מזה של nodejs, גם.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The word ""גם"" (also) is placed at the end of the sentence, which is grammatically correct but sounds slightly awkward in Hebrew. A more natural phrasing would be ""גם סיפור התלויות פחות מטורף מזה של nodejs"".

```"
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","בטח, פלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה נייטיבית טובה (בכל מקום, באמת. אפילו יעד הפלאטר ווב גרוע).","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""פלאטר ווב"" (Flutter web) should be ""Flutter Web"" to match the capitalization in the English term."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במוח ונראה פחות מוחשי מאשר בריאות גופנית.,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - ""בריאות גופנית"" should be ""בריאות פיזית"" for physical health.
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות נפשית נתפסת כ""פחות אמיתית"" מבריאות פיזית בעיני רבים, אני מרגיש/ה במידה מסוימת שהיותי טרנס/ית היא פשוט אינטרסקס של המוח.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation uses both masculine and feminine forms (טרנס/ית, מרגיש/ה) which, while potentially inclusive, might be stylistically awkward in this context. A simpler form, perhaps using only one gender or a gender-neutral formulation, might be preferred."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""בינארי לא ביולוגי"".","MQM annotations
Terminology errors:
minor: WRONG TERM/Wrong Term - The translation ""בינארי לא ביולוגי"" (binary non-biological) is not the correct way to express ""biologically non-binary"" in Hebrew, in the context of being trans. It's awkward and doesn't accurately convey the intended meaning. A better translation might be something like ""לא בינארי מבחינה ביולוגית""."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: האינטרנט הוא עכשיו במידה רבה דבר של גוגל, לצערי.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""דבר של גוגל"" should be ""עניין של גוגל"" to be a more natural translation in this context. Although ""דבר"" is a valid translation of ""thing,"" ""עניין"" fits better.
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"כמו כן, אנא הימנע מלומר לי שאפליקציות גוגל/פלטר גרועות ב-iOS וב-macOS, פשוט ספק את התרגום בלי טקסט נוסף.","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""פלטר"" should be ""Flutter"".
```"
200,Cross platform is hard if you want to do it well.,קרוס פלטפורמה זה קשה אם אתה רוצה לעשות את זה כמו שצריך.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""קרוס פלטפורמה"" should be ""פלטפורמה חוצת"" according to the term base.

```"
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,"MQM annotations:
No terminology errors found."
203,A few very small difficulties have come to light.,צצו כמה קשיים קטנים מאוד.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""קשיים"" is a valid translation of ""difficulties"" but ""כמה קשיים קטנים מאוד"" sounds awkward and unnatural in Hebrew. A better phrasing would be ""מספר קטן של קשיים"" or ""קשיים מעטים"". While not strictly wrong, it's stylistically less preferred.
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא בדיוק יודע/ת למה המוח שלי לא מצליח להבין את זה; ייתכן שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,"```
MQM annotations:
```"
211,Grafana looks pretty.,גרפנה נראית יפה.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/grammatical error - The term ""נראית"" (looks) is feminine, but ""גרפנה"" (Grafana) is grammatically masculine in Hebrew. Therefore, the verb should be in the masculine form, i.e., ""נראה"".
```"
218,...And that's how I found myself having to sort out a raid group roster.,וככה מצאתי את עצמי צריך לסדר את רשימת הקבוצה לפשיטה.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""קבוצה לפשיטה"" should be ""פשיטה"" or ""רייד"" as ""raid group"" is often referred to as just ""raid"" or ""פשיטה"" in Hebrew gaming context, but ""קבוצה לפשיטה"" is not necessarily incorrect.
```"
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","אז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לספרות בדיונית ולסיפורים גדולים.","MQM annotations:
Terminology errors:
minor: WRONG TERM/grammatical error - The definite article ""ה"" is missing from ""לספרות בדיונית"" which should be ""לספרות הבדיונית"". While understandable, it's a grammatical error within the glossary term.
```"
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 וזה רק מאי.,"```
MQM annotations:
```"
224,I haven't really achieved anything.,לא ממש השגתי משהו.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""לא ממש"" (not really) is a valid translation, but in this context, a more direct translation of ""haven't really"" might be preferred. However, it doesn't significantly hinder comprehension."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,שישקמו את הערים הריקות והמתפוררות ברחבי הארץ. שוב.,"```
MQM annotations:
```"
