index,original,single_agent_translation,single_agent_improved_translation
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"החיוך המוקל על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם זה חרא ואני שונא את זה.","החיוך המוקל על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם זה ממש מבאס ואני שונא את זה."
33,It takes the state's governor.,זה לוקח את מושל המדינה.,זה נוגע למושל המדינה.
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","בעבודה זו, המבוססת על וריאציה של מודל האיתות הקלאסי של לואיס (1969), אנו בוחנים את התנאים להתהוות של תקשורת תלוית הקשר בתרחיש סיטואציוני.","בעבודה זו, המבוססת על גרסה של מודל האיתות הקלאסי של לואיס (1969), אנו בוחנים את התנאים להיווצרות תקשורת תלוית-הקשר בתרחיש נתון."
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים הסרת דו-משמעות הקשרית של משמעויות סמלים.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים הבהרה קונטקסטואלית של משמעויות סמלים."
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","אנו מראים שאילוצים סביבתיים על בחירת הייחוס של המקבל ניתנים לניצול חד-צדדי על ידי השולח, ללא יכולות הסרת עמימות מצד המקבל.","אנו מראים שאילוצים סביבתיים על בחירת הייחוס של הנמען ניתנים לניצול חד-צדדי על ידי השולח, גם ללא יכולות הסרת עמימות מצד הנמען."
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.","אשנטי פיתוח עובדת עם מספר הולך וגדל של קהילות באזור אשנטי שבגאנה כבר כמעט 20 שנה, משתפת פעולה עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.","אשנטי פיתוח פועלת עם מספר הולך וגדל של קהילות באזור אשנטי בגאנה זה כמעט 20 שנה, תוך שיתוף פעולה עם הקהילות ומתן תמיכה בתחומי מים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות."
47,Communities gain the knowledge to embed and support their own development.,קהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן.,קהילות רוכשות את הידע כדי להטמיע ולתמוך בפיתוח שלהן בעצמן.
52,Photos from my visit to Ghana in 2011.,תמונות מהביקור שלי בגאנה בשנת 2011.,תמונות מהביקור שלי בגאנה בשנת 2011.
55,They won't allow me to tell them the address it's going to and who is shipping it.,הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה.,הם לא יאפשרו לי לומר להם לאיזו כתובת זה נשלח ומי שולח את זה.
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,למחרת בבוקר ואני לא מצליח להתגבר על ההעמדה המבישה של כריס ליכט כאילו הוא עוסק בעיתונות שירות לציבור בערוץ CNN אמש.,"למחרת בבוקר, אני עדיין לא מצליח להבין איך כריס ליכט העמיד פנים אתמול בלילה בערוץ CNN כאילו הוא עוסק בעיתונות שירות לציבור – זה היה מביש."
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זו הייתה שערורייה, כמו פסטיבל שקרי ותלונות אנטי-דמוקרטי סמלי בסגנון ה-6 בינואר, שאירחה התקשורת האמריקאית באופן הרסני.","זו הייתה שערורייה, מעין פסטיבל שקרים ומְרמור אנטי-דמוקרטי וסמלי בסגנון ה-6 בינואר, שאותו אירחה התקשורת האמריקאית באופן הרסני."
60,THE SHAMEFUL AUDIENCE.,הקהל המבייש,הקהל המבויש
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל רפובליקני בלבד!,ליכט הסכים להופיע בפני קהל רפובליקני בלבד!
63,There's a story to be reported there.,יש שם סיפור לדווח עליו.,יש שם סיפור שצריך לדווח עליו.
64,The ratings--seeking delusional irresponsibility of it all.,"ההתנהלות חסרת האחריות וההזויה הזו, שמטרתה היא השגת רייטינג.",הכל בשביל רייטינג - חוסר אחריות הזוי.
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד דולף, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה.","יש לי מרתף מאוד מנוקב, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו לכולן.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו אליהן."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים והקלות מס המעודדים פעילות עסקית נוספת.,אבל הם גם קיצצו במענקים ובהטבות מס המעודדים פעילות עסקית נוספת.
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, ולא בזכותה."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, נניח, khou.com, שם ניסיתי לראות סרטון שוונדי שלחה לי.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, לדוגמה, khou.com, שם ניסיתי לצפות בסרטון שוונדי שלחה לי."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.
95,Yell back at those who would try to talk over us.,צעקו בחזרה על אלה שמנסים להשתיק אותנו.,צעקו בחזרה למי שמנסה לדבר מעלינו.
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בהמון ליחה.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בליחה.
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית לפזר את סערת הליחה שלך מקורונה בכל מקום!!!,אני חוזר. לא מקובל מבחינה חברתית להפיץ את נזלת הקורונה שלך לכל עבר!!!
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהצער הוא בן לוויה קבוע של החיים.,מיו יודעת שהצער הוא בן לוויה קבוע בחיים.
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה ויש לה רגשות עצומים שהיא לא יודעת מה לעשות איתם אז יש הרבה משניהם.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה וחווה רגשות עצומים שהיא לא יודעת מה לעשות איתם, אז יש הרבה משניהם: אהבה ומצוקה."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן אוויר?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה להעניק לפושע השמן, השקרן והמגושם הזה זמן מסך כה רב?"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שביטחונו החדש הופך ליהירות מאחורי ההגה של היופי האקזוטי שלו.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך ליהירות מאחורי ההגה של היפהפייה האקזוטית שלו."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות Salesforce הטובות ביותר המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם.,"קודליאו היא אחת משותפות Salesforce הטובות ביותר, המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים הכי משוגעים בזה שהשכנים שלי התהפכו נגדי זה לחשוב כמה מאמץ צריך כדי להיות עוין.,אחד הדברים הכי משוגעים בעובדה שהשכנים שלי התהפכו נגדי הוא לחשוב כמה מאמץ צריך כדי להיות עוינים.
124,"Forget me, fine.","שכח ממני, בסדר.","שכח אותי, בסדר."
125,"Ignore me, fine.","תתעלם ממני, בסדר.","תתעלמי ממני, בסדר."
129,Slamming a door in my face takes effort.,לטרוק לי דלת בפנים דורש מאמץ.,לטרוק דלת בפניי דורש מאמץ.
133,That vessel is off-limits.,הכלי הזה אסור בכניסה.,הכלי הזה מחוץ לתחום.
137,But another individual often flies aboard that ship.,אבל לעתים קרובות אדם אחר טס על סיפון האונייה הזו.,אבל לעתים קרובות אדם אחר טס על גבי הספינה הזו.
138,If he were to die... the consequences would be... significant.,אילו היה מת... ההשלכות היו... משמעותיות.,אילו היה מת... ההשלכות היו... משמעותיות.
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס מזורז (קצת יותר מאורך ציוץ) במה שאני מתכוון ב""אִבְחוּת"":","הנה קורס מזורז (קצת יותר מאורך ציוץ) במה שאני מתכוון ב""הִתְאַבְהוּת"":"
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""האחרון מבינינו"" הוא דוגמה קלה וקנונית ל""אבהות"".","המשחק ""האחרון מבינינו"" הוא דוגמה קלה וקנונית לתופעת ""הפיכת-אב""."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","אבהות-יזציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין מ, או מחלישה כל סוכנות שיש לילד.","אבהות יתר שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין או מערערת על כל יכולת פעולה שיש לילד."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","במובן הזה, התאבכות (Dad-ification) היא תחליף לאידיאלים ניאו-ליברליים רבים; במיוחד רעיונות כמו בנייה עצמית והסתמכות עצמית כשהם מהווים מטרה אולטימטיבית/מדד להצלחה.","במובן זה, ""התאבכות"" (Dad-ification) מייצגת אידיאלים ניאו-ליברליים רבים, במיוחד רעיונות כמו בנייה עצמית והסתמכות עצמית כמטרה אולטימטיבית ומדד להצלחה."
148,- We send out notifications when airfare goes on sale.,אנחנו שולחים התראות כשמחירי הטיסות יורדים.,אנו שולחים התראות כאשר מחירי הטיסות במבצע.
150,"- We don't sell tickets, or charge a subscription.","אנחנו לא מוכרים כרטיסים, או גובים דמי מנוי.",אנחנו לא מוכרים כרטיסים וגם לא גובים דמי מנוי.
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד, אימה ועקירה בלתי נתפסים הותירו בהם את הצלקת הבלתי נראית של טראומה.","עם זאת, פחד בלתי נתפס, אימה ועקירה הותירו בהם צלקת טראומה בלתי נראית."
159,Over time dart became my go-to for quick UI.,עם הזמן Dart הפכה לבחירה המועדפת שלי עבור ממשקי משתמש מהירים.,"עם הזמן, ""דארט"" הפכה לבחירה המועדפת שלי עבור ממשקי משתמש מהירים."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter היא תענוג לעבוד איתה, ויש להם #mobx לניהול חנות קל.","#flutter היא תענוג לעבוד איתה, ויש להם את #mobx לניהול חנות קל."
161,"The dependency story is less insane than nodejs, too.","סיפור התלויות פחות מטורף מזה של nodejs, גם.","סיפור התלויות פחות מטורף מזה של Node.js, גם."
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","בטח, פלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה נייטיבית טובה (בכל מקום, באמת. אפילו יעד הפלאטר ווב גרוע).","בטח, פלאטר ממש גרוע בכל הנוגע להתנהגות כמו אפליקציה מקורית טובה (בכל מקום, באמת. אפילו יעד הפלאטר ווב עלוב)."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במוח ונראה פחות מוחשי מאשר בריאות גופנית.,מכיוון שזה מתרחש במוח וזה נראה פחות מוחשי מבבריאות פיזית.
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות נפשית נתפסת כ""פחות אמיתית"" מבריאות פיזית בעיני רבים, אני מרגיש/ה במידה מסוימת שהיותי טרנס/ית היא פשוט אינטרסקס של המוח.","באותו אופן שבו בריאות נפשית נתפסת בעיני רבים כ""פחות אמיתית"" מאשר בריאות פיזית, אני חש/ה במידה מסוימת שהיותי טרנס/ית היא פשוט אינטרסקס מנטלי."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""בינארי לא ביולוגי"".","אני מרגיש שלהיות טרנס זה להיות ""לא בינארי ביולוגית""."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: האינטרנט הוא עכשיו במידה רבה דבר של גוגל, לצערי.","וגם: לצערי, האינטרנט הוא עכשיו במידה רבה עניין של גוגל."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"כמו כן, אנא הימנע מלומר לי שאפליקציות גוגל/פלטר גרועות ב-iOS וב-macOS, פשוט ספק את התרגום בלי טקסט נוסף.","כמו כן, אנא הימנע מלומר לי שאפליקציות גוגל/פלַאטר גרועות ב-iOS וב-macOS."
200,Cross platform is hard if you want to do it well.,קרוס פלטפורמה זה קשה אם אתה רוצה לעשות את זה כמו שצריך.,קרוס-פלטפורם זה קשה אם רוצים לעשות את זה כמו שצריך.
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,תודה לאנשים שהורידו את העדכון האחרון של Leasey.
203,A few very small difficulties have come to light.,צצו כמה קשיים קטנים מאוד.,צצו ועלו מספר קשיים קטנים.
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא בדיוק יודע/ת למה המוח שלי לא מצליח להבין את זה; ייתכן שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,אני לא יודע/ת בדיוק למה המוח שלי לא מצליח להבין את זה; ייתכן שהכלים כל כך רחבים ומעורפלים שהמוח שלי פשוט קופא מרוב 'יותר מדי אפשרויות'.
211,Grafana looks pretty.,גרפנה נראית יפה.,גרפנה נראית יפה.
218,...And that's how I found myself having to sort out a raid group roster.,וככה מצאתי את עצמי צריך לסדר את רשימת הקבוצה לפשיטה.,וכך מצאתי את עצמי צריך לארגן את רשימת הקבוצה לפשיטה.
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","אז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לספרות בדיונית ולסיפורים גדולים.",אז החיים ריסקו את נשמתי ואיבדתי כל תשוקה לספרות בדיונית ולסיפורים גדולים.
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 וזה רק מאי.,"אני כבר בספר מספר 31, וזה רק מאי."
224,I haven't really achieved anything.,לא ממש השגתי משהו.,לא ממש השגתי משהו.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,שישקמו את הערים הריקות והמתפוררות ברחבי הארץ. שוב.,שיקמו את הערים החלולות והמתפוררות ברחבי הארץ. שוב.
233,Deport the white supremacists.,לגרש את תומכי עליונות לבנה.,לגרש את תומכי העליונות הלבנה.
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי כל כך מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","נמאס לי כל כך מהכותרות שֶׁטּוֹעֲנוֹת שֶׁ""עֲבוֹדָה מֵרָחוֹק מֵתָה"" אוֹ שֶׁ""עֲבוֹדָה מֵרָחוֹק הָיְתָה נִסּוּי כּוֹשֵׁל""."
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה כן מטריד אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.","הכל קליקבייט, אבל זה כן מטריד אותי לגבי המנהלים והבכירים שקוראים את הכתבות האלה."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות לעבודה שלוקחות זמן מהיום שלהם וממשפחותיהם.,"זה מאפשר לאנשים להימנע מנסיעות ארוכות ומתישות לעבודה, החוסכות זמן יקר להם ולמשפחותיהם."
243,To just ignore these facts is wrong.,להתעלם מהעובדות האלה זה פשוט לא בסדר.,להתעלם מהעובדות האלה פשוט אינו בסדר.
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.","פארקר התייחס להפלות, ולדחף של נשים עירוניות מודרניות לדחות את הבאת ילדים לעולם למען הקריירה שלהן.",פארקר התייחס להפלות ולדחף של נשים עירוניות מודרניות לדחות את הבאת ילדים לעולם לטובת הקריירה שלהן.
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען שה-NDP והמתקדמים רוצים לדלל את אוכלוסיית החברה למען הסביבה.,הוא גם טוען שמפלגת ה-NDP והשמאלנים רוצים לדלל את אוכלוסיית החברה למען הסביבה.
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי הייתה צצה, חששתי לנסות לחגוג את יום ההולדת שלי.","בכל פעם שמאי הופיעה, חששתי לנסות לחגוג את יום ההולדת שלי."
254,I fought over the years to get out of that mindset and to have better bdays.,נלחמתי במשך השנים כדי לצאת מהמנטליות הזו וכדי שיהיו לי ימי הולדת טובים יותר.,נלחמתי במשך השנים כדי להשתחרר מהמנטליות הזו ולחוות ימי הולדת טובים יותר.
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה מכיר דרך בעלת ביצועים טובים עבור קומפוננטת רשת להגיב להוספה/הסרה ממסמך?,האם ידוע לך על דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה שלו ממסמך?
268,We currently use a MutationObserver hack.,אנחנו משתמשים כרגע בטריק MutationObserver.,אנחנו משתמשים כרגע במין פתרון עוקף מבוסס על MutationObserver.
285,Last week got a ton done and feeling much better about field items.,שבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי פריטי שדה.,שבוע שעבר הספקתי המון ואני מרגיש הרבה יותר טוב לגבי הנושאים בשטח.
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","וגם צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים. בשתיהן צוות מאומן על השקיה, הכנת ערוגות והשתלה, שזה 90% מפריטי המיומנות שאינם קציר.","וגם צריך לזרוע שם שורת סלט כדי לשלב ירקות חתוכים בשתיהן. יש צוות מאומן על השקיה, הכנת ערוגות והשתלה, שזה 90% מפריטי המיומנות שאינם קציר."
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זו 2023 ואני עדיין רואה אנשים עם אייפונים שנמנעים באופן פעיל מלהשתמש במפות של אפל.,זו 2023 ואני עדיין רואה אנשים עם אייפונים שעדיין נמנעים מלהשתמש באפליקציית Apple Maps.
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","מתוך סקרנות, שמרתי על ראש פתוח כדי להשוות בין Google Maps ל-Apple Maps, במכשיר האייפון הניסיוני שלי (מכשיר האנדרואיד שלי הוא השימושי היומיומי, אז זה נדיר שאני משתמש באייפון).","מתוך סקרנות, שמרתי על ראש פתוח כדי להשוות בין Google Maps ל-Apple Maps באייפון ששימש אותי לבדיקה (מכשיר האנדרואיד שלי משמש אותי ביום-יום, ולכן אני משתמש באייפון לעיתים רחוקות)."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של מעקב אחר הנחיות הייתה טובה בהרבה במפות אפל בהשוואה למפות גוגל.,החוויה של מעקב אחר הנחיות הייתה טובה בהרבה במפות Apple בהשוואה למפות Google.
298,Could it be that Google Maps got to market first?,הייתכן שגוגל מפות הגיעו לשוק קודם?,הייתכן שגוגל מפות הגיעה לשוק קודם?
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני משוחד לטובת לא לשחרר זבל למשתמשי קצה, ואפל דפקה בגדול עם אפל מפות שלהם כשהוא יצא ב-2012.","אני משוחד לטובת לא לשחרר מוצר גרוע למשתמשי קצה, ואפל פישלה בגדול עם אפל מפות כשזה יצא ב-2012."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה למקום טוב לאגור בו עושר כל עוד אתה חושב שהממשלה לא תשנה את השיטה שאנחנו חיים בה.,"אבל האדמה היא שהופכת אותה למקום טוב לאגור בו עושר, כל עוד אתה סבור שהממשלה לא תשנה את השיטה שבה אנו חיים."
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חתיכה.,"הרבה אנשים חושבים שכשהם קונים חלקת אדמה, הם הופכים לבעלים של כדור הארץ."
312,The land is temporary.,האדמה זמנית.,האדמה היא זמנית.
314,The land is very easily and quickly taken away by the government one day if they want to do that.,הממשלה יכולה לקחת את הקרקע בקלות ובמהירות רבה מתי שהיא רוצה.,הממשלה יכולה לקחת את הקרקע בקלות ובמהירות רבה אם היא רוצה לעשות זאת.
317,It has to be taken away one day.,זה חייב להילקח יום אחד.,זה צריך להילקח יום אחד.
318,That's why the Chinese only allow leases.,לכן הסינים מרשים רק חכירות.,לכן הסינים מתירים רק הסכמי חכירה.
319,They already ran out of land.,נגמרה להם כבר הקרקע.,נגמרה להם כבר הקרקע.
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, הגשמת חלומות, ידידות, לפשוט אך אמיתי!!","להצלחה, להגשמת חלומות, לידידות, לפשוט אך אמיתי!"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית לחיי ההצלחה שלכם ולמימוש החלומות שלכם.","לכל המשקיעים באשר הם, אני מרים כוס לחיי הצלחתכם ומימוש חלומותיכם."
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, החדשים והוותיקים, בואו נעריך את הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","ולכל חבריי, החדשים והוותיקים, הבה נעריך את הדברים הפשוטים אך האמיתיים בחיים, המביאים לנו שמחה וסיפוק."
