index,original,translated,design_and_markup_annotation
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זו הייתה שערורייה, כמו פסטיבל שקרי ותלונות אנטי-דמוקרטי סמלי בסגנון ה-6 בינואר, שאירחה התקשורת האמריקאית באופן הרסני.","MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found."
60,THE SHAMEFUL AUDIENCE.,הקהל המבייש,"MQM annotations:
design and markup errors:
None"
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל רפובליקני בלבד!,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
63,There's a story to be reported there.,יש שם סיפור לדווח עליו.,"```
MQM annotations:
design and markup errors:
```"
64,The ratings--seeking delusional irresponsibility of it all.,"ההתנהלות חסרת האחריות וההזויה הזו, שמטרתה היא השגת רייטינג.","MQM annotations:
design and markup errors:
None"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד דולף, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו לכולן.","MQM annotations:
design and markup errors:"
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים והקלות מס המעודדים פעילות עסקית נוספת.,"MQM annotations:
design and markup errors:
None"
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The Hebrew translation contains period at the end.
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, נניח, khou.com, שם ניסיתי לראות סרטון שוונדי שלחה לי.","MQM annotations:
design and markup errors:
minor: markup/tag - The English domain name ""goatse.cx"" is included in the Hebrew text without any indication of language change or special formatting (e.g., italics, code block). While technically not malformed, it disrupts the flow and visual consistency.
minor: markup/tag - The English domain name ""khou.com"" is included in the Hebrew text without any indication of language change or special formatting (e.g., italics, code block). While technically not malformed, it disrupts the flow and visual consistency."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.,"MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The source language does not contain any emojis but the target language might need one, depending on the context."
95,Yell back at those who would try to talk over us.,צעקו בחזרה על אלה שמנסים להשתיק אותנו.,"MQM annotations:
design and markup errors:
None"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בהמון ליחה.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית לפזר את סערת הליחה שלך מקורונה בכל מקום!!!,"MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The source text doesn't have any emojis, while the translation doesn't have any emojis, which means that there is no error."
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהצער הוא בן לוויה קבוע של החיים.,"```
MQM annotations:
design and markup errors:
None
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה ויש לה רגשות עצומים שהיא לא יודעת מה לעשות איתם אז יש הרבה משניהם.","MQM annotations:
design and markup errors:
minor: markup tag/character encoding - The quotation marks might be different, but I can't tell."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.,"MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The Hebrew hashtag is read from right to left, but the English word associated with the hashtag reads from left to right. This is a display issue, as the #MangoMoron may not be correctly associated with the hashtag."
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן אוויר?","MQM annotations:
design and markup errors:
minor: markup tag/quotation marks - The quotation marks around the word ""בכיר"" (executive) are different in style from the English source."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שביטחונו החדש הופך ליהירות מאחורי ההגה של היופי האקזוטי שלו.","MQM annotations:
design and markup errors:
None"
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות Salesforce הטובות ביותר המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם.,"```
MQM annotations:
design and markup errors:
minor: no error
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים הכי משוגעים בזה שהשכנים שלי התהפכו נגדי זה לחשוב כמה מאמץ צריך כדי להיות עוין.,"```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
124,"Forget me, fine.","שכח ממני, בסדר.","```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
125,"Ignore me, fine.","תתעלם ממני, בסדר.","MQM annotations:
design and markup errors:
minor: no error"
129,Slamming a door in my face takes effort.,לטרוק לי דלת בפנים דורש מאמץ.,"```
MQM annotations:
design and markup errors:
None
```"
133,That vessel is off-limits.,הכלי הזה אסור בכניסה.,"MQM annotations:
design and markup errors:
minor: markup tag/malformed HTML characters - The translated text uses regular characters instead of HTML escaped characters for the Hebrew text. This isn't incorrect as such, but it does mean the Hebrew isn't correctly marked up."
137,But another individual often flies aboard that ship.,אבל לעתים קרובות אדם אחר טס על סיפון האונייה הזו.,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
138,If he were to die... the consequences would be... significant.,אילו היה מת... ההשלכות היו... משמעותיות.,"```
MQM annotations:
design and markup errors:
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס מזורז (קצת יותר מאורך ציוץ) במה שאני מתכוון ב""אִבְחוּת"":","MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The English source uses quotation marks """" while the Hebrew translation uses different quotation marks “”. Though not a clear emoji difference, it is a difference in typographic characters that should be noted."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""האחרון מבינינו"" הוא דוגמה קלה וקנונית ל""אבהות"".","MQM annotations:
design and markup errors:
minor: markup tag/none - The quotation marks around ""האחרון מבינינו"" are different from the English source which uses italics for the game title. While not strictly an error, it is a design choice that differs. However, this could be due to limitations in Hebrew typography where italics are not as commonly used.
minor: markup tag/none - The quotation marks around ""אבהות"" are different from the English source. The English source uses the term ""dad-ification"" without quotation marks. The translated term is presented in quotation marks."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","אבהות-יזציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין מ, או מחלישה כל סוכנות שיש לילד.","```
MQM annotations:
design and markup errors:
minor: markup tag/whitespace - There is a whitespace between the ""מ"" and the comma after ""מ"".
```"
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","במובן הזה, התאבכות (Dad-ification) היא תחליף לאידיאלים ניאו-ליברליים רבים; במיוחד רעיונות כמו בנייה עצמית והסתמכות עצמית כשהם מהווים מטרה אולטימטיבית/מדד להצלחה.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji - The source text uses a hyphen ""-"", whereas the translation uses what appears to be a different dash or hyphen character ""–"". While subtle, this is a minor inconsistency in markup.
```"
148,- We send out notifications when airfare goes on sale.,אנחנו שולחים התראות כשמחירי הטיסות יורדים.,"MQM annotations:
design and markup errors:
None"
150,"- We don't sell tickets, or charge a subscription.","אנחנו לא מוכרים כרטיסים, או גובים דמי מנוי.","```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד, אימה ועקירה בלתי נתפסים הותירו בהם את הצלקת הבלתי נראית של טראומה.","MQM annotations:
design and markup errors:
None"
159,Over time dart became my go-to for quick UI.,עם הזמן Dart הפכה לבחירה המועדפת שלי עבור ממשקי משתמש מהירים.,"```
MQM annotations:
design and markup errors:
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter היא תענוג לעבוד איתה, ויש להם #mobx לניהול חנות קל.","```
MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The hashtags in Hebrew should be right-to-left (#flutter instead of #flutter).
minor: markup tag/hashtag - The hashtags in Hebrew should be right-to-left (#mobx instead of #mobx).
```"
161,"The dependency story is less insane than nodejs, too.","סיפור התלויות פחות מטורף מזה של nodejs, גם.","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","בטח, פלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה נייטיבית טובה (בכל מקום, באמת. אפילו יעד הפלאטר ווב גרוע).","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במוח ונראה פחות מוחשי מאשר בריאות גופנית.,"```
MQM annotations:
design and markup errors:
None
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות נפשית נתפסת כ""פחות אמיתית"" מבריאות פיזית בעיני רבים, אני מרגיש/ה במידה מסוימת שהיותי טרנס/ית היא פשוט אינטרסקס של המוח.","```
MQM annotations:
design and markup errors:
minor: markup tag - The translation includes a slash `/` within ""מרגיש/ה"" and ""טרנס/ית"", which is used to represent both masculine and feminine forms in Hebrew. While functionally correct, this could be considered a minor design inconsistency if strict parity with the source text is required.
```"
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""בינארי לא ביולוגי"".","MQM annotations:
design and markup errors:
minor: markup tag/incorrect quotation marks - The quotation marks used in the translation are not standard English quotation marks."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: האינטרנט הוא עכשיו במידה רבה דבר של גוגל, לצערי.","```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors were detected.
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"כמו כן, אנא הימנע מלומר לי שאפליקציות גוגל/פלטר גרועות ב-iOS וב-macOS, פשוט ספק את התרגום בלי טקסט נוסף.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
200,Cross platform is hard if you want to do it well.,קרוס פלטפורמה זה קשה אם אתה רוצה לעשות את זה כמו שצריך.,"MQM annotations:
design and markup errors:
minor: markup tag/none - There are no markup errors in this translation. The target text uses standard Hebrew characters and there are no malformed HTML entities or changes in emoji formats."
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors were found in the translation."
203,A few very small difficulties have come to light.,צצו כמה קשיים קטנים מאוד.,"```
MQM annotations:
design and markup errors:
minor: no-error
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא בדיוק יודע/ת למה המוח שלי לא מצליח להבין את זה; ייתכן שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,"MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The quotation marks around ""too many options"" are different. The source uses single quotes, whereas the target uses regular quotation marks. This is a minor change in typography."
211,Grafana looks pretty.,גרפנה נראית יפה.,"MQM annotations:
design and markup errors:
minor: no-error - None"
218,...And that's how I found myself having to sort out a raid group roster.,וככה מצאתי את עצמי צריך לסדר את רשימת הקבוצה לפשיטה.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","אז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לספרות בדיונית ולסיפורים גדולים.","MQM annotations:
design and markup errors:
minor: no-error"
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 וזה רק מאי.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
224,I haven't really achieved anything.,לא ממש השגתי משהו.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,שישקמו את הערים הריקות והמתפוררות ברחבי הארץ. שוב.,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
233,Deport the white supremacists.,לגרש את תומכי עליונות לבנה.,"MQM annotations:
design and markup errors:
minor: no-error - None"
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי כל כך מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","MQM annotations:
design and markup errors:
minor: markup tag/quotation marks - The quotation marks are different from the source."
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה כן מטריד אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.","```
MQM annotations:
design and markup errors:
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות לעבודה שלוקחות זמן מהיום שלהם וממשפחותיהם.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
243,To just ignore these facts is wrong.,להתעלם מהעובדות האלה זה פשוט לא בסדר.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found in the translation."
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.","פארקר התייחס להפלות, ולדחף של נשים עירוניות מודרניות לדחות את הבאת ילדים לעולם למען הקריירה שלהן.","MQM annotations:
design and markup errors:
None"
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען שה-NDP והמתקדמים רוצים לדלל את אוכלוסיית החברה למען הסביבה.,"```
MQM annotations:
design and markup errors:
None
```"
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי הייתה צצה, חששתי לנסות לחגוג את יום ההולדת שלי.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
254,I fought over the years to get out of that mindset and to have better bdays.,נלחמתי במשך השנים כדי לצאת מהמנטליות הזו וכדי שיהיו לי ימי הולדת טובים יותר.,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה מכיר דרך בעלת ביצועים טובים עבור קומפוננטת רשת להגיב להוספה/הסרה ממסמך?,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors were detected."
268,We currently use a MutationObserver hack.,אנחנו משתמשים כרגע בטריק MutationObserver.,"MQM annotations:
design and markup errors:
minor: markup tag/none - no errors found."
285,Last week got a ton done and feeling much better about field items.,שבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי פריטי שדה.,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors were found in the translation."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","וגם צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים. בשתיהן צוות מאומן על השקיה, הכנת ערוגות והשתלה, שזה 90% מפריטי המיומנות שאינם קציר.","```
MQM annotations:
design and markup errors:
```"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זו 2023 ואני עדיין רואה אנשים עם אייפונים שנמנעים באופן פעיל מלהשתמש במפות של אפל.,"```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","מתוך סקרנות, שמרתי על ראש פתוח כדי להשוות בין Google Maps ל-Apple Maps, במכשיר האייפון הניסיוני שלי (מכשיר האנדרואיד שלי הוא השימושי היומיומי, אז זה נדיר שאני משתמש באייפון).","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של מעקב אחר הנחיות הייתה טובה בהרבה במפות אפל בהשוואה למפות גוגל.,"MQM annotations:
design and markup errors:
None"
298,Could it be that Google Maps got to market first?,הייתכן שגוגל מפות הגיעו לשוק קודם?,"```
MQM annotations:
design and markup errors:
None
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני משוחד לטובת לא לשחרר זבל למשתמשי קצה, ואפל דפקה בגדול עם אפל מפות שלהם כשהוא יצא ב-2012.","MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The source text does not contain any emojis, while the target text might display the letter ""א"" as an emoji on some systems, which is a change in format. Although this is system-dependent and not a direct error in the translation itself, it's a potential visual difference."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה למקום טוב לאגור בו עושר כל עוד אתה חושב שהממשלה לא תשנה את השיטה שאנחנו חיים בה.,"```
MQM annotations:
design and markup errors:
```"
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חתיכה.,"MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The source text does not contain any emojis, but the target text might render the phrase ""כדור הארץ"" (the earth) as an emoji on some platforms. This constitutes a change in format."
312,The land is temporary.,האדמה זמנית.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found in the translation.
```"
314,The land is very easily and quickly taken away by the government one day if they want to do that.,הממשלה יכולה לקחת את הקרקע בקלות ובמהירות רבה מתי שהיא רוצה.,"```
MQM annotations:
design and markup errors:
None
```"
317,It has to be taken away one day.,זה חייב להילקח יום אחד.,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
318,That's why the Chinese only allow leases.,לכן הסינים מרשים רק חכירות.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
319,They already ran out of land.,נגמרה להם כבר הקרקע.,"MQM annotations:
design and markup errors:
minor: no-error"
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, הגשמת חלומות, ידידות, לפשוט אך אמיתי!!","MQM annotations:
design and markup errors:
minor: markup tag/whitespace - There is an extra space before the punctuation mark ""!!"".
```"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית לחיי ההצלחה שלכם ולמימוש החלומות שלכם.","```
MQM annotations:
design and markup errors:
minor: markup tag/no error - There are no design and markup errors in the translation.
```"
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, החדשים והוותיקים, בואו נעריך את הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","MQM annotations:
design and markup errors:
None"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"אני תוהה לעתים קרובות על היכולת האנושית להיות *כל כך* ביקורתי כלפי עצמה, כשלמעשה מוצגת בפניה כל כך הרבה עדות למה שאכזריות אמיתית נראית.","MQM annotations:
design and markup errors:
minor: markup tag - The asterisk symbol used for emphasis is lost in translation."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל ריכוך הייאוש מאי הסדר שלנו הוא חיוני - משום שהוא נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.,"MQM annotations:
design and markup errors:
minor: markup tag/none - No design or markup errors found in this translation."
331,"Some programmers: ""Typing speed does not matter!""","אחדים מהמתכנתים: ""מהירות הקלדה לא משנה!""","MQM annotations:
design and markup errors:
None"
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מלכלוך.,"MQM annotations:
design and markup errors:
None"
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש#Mastodon קשה להגדרה.,"MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The hashtag in the target text is not correctly formatted."
343,"Common, it's really not that hard.","נו, זה באמת לא כזה קשה.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
347,If you stick to the default web interface it doesn't look and feel good (imho).,אם תדבק בממשק הווב המוגדר כברירת מחדל הוא לא נראה או מרגיש טוב (לדעתי).,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The emoji format in the target text does not match the source text.
```"
